Datum;Anfang;Ende;Deutschland/Luxemburg [€/MWh] Berechnete Auflösungen;∅ Anrainer DE/LU [€/MWh] Berechnete Auflösungen;Belgien [€/MWh] Berechnete Auflösungen;Dänemark 1 [€/MWh] Berechnete Auflösungen;Dänemark 2 [€/MWh] Berechnete Auflösungen;Frankreich [€/MWh] Berechnete Auflösungen;Niederlande [€/MWh] Berechnete Auflösungen;Norwegen 2 [€/MWh] Berechnete Auflösungen;Österreich [€/MWh] Berechnete Auflösungen;Polen [€/MWh] Berechnete Auflösungen;Schweden 4 [€/MWh] Berechnete Auflösungen;Schweiz [€/MWh] Berechnete Auflösungen;Tschechien [€/MWh] Berechnete Auflösungen;DE/AT/LU [€/MWh] Berechnete Auflösungen;Italien (Nord) [€/MWh] Berechnete Auflösungen;Slowenien [€/MWh] Berechnete Auflösungen;Ungarn [€/MWh] Berechnete Auflösungen
24.11.2023;00:00;00:15;1,48;32,94;29,61;1,48;1,48;35,93;47;59,09;17,56;31,83;1,48;125,44;11,39;-;121,97;20,76;20,99
24.11.2023;00:15;00:30;1,48;32,94;29,61;1,48;1,48;35,93;47;59,09;17,56;31,83;1,48;125,44;11,39;-;121,97;20,76;20,99
24.11.2023;00:30;00:45;1,48;32,94;29,61;1,48;1,48;35,93;47;59,09;17,56;31,83;1,48;125,44;11,39;-;121,97;20,76;20,99
24.11.2023;00:45;01:00;1,48;32,94;29,61;1,48;1,48;35,93;47;59,09;17,56;31,83;1,48;125,44;11,39;-;121,97;20,76;20,99
24.11.2023;01:00;01:15;0,1;24,17;10,06;0,1;0,1;10,78;20,4;50,44;11,29;27,59;0,1;123,77;11,26;-;118;13,34;16,54
24.11.2023;01:15;01:30;0,1;24,17;10,06;0,1;0,1;10,78;20,4;50,44;11,29;27,59;0,1;123,77;11,26;-;118;13,34;16,54
24.11.2023;01:30;01:45;0,1;24,17;10,06;0,1;0,1;10,78;20,4;50,44;11,29;27,59;0,1;123,77;11,26;-;118;13,34;16,54
24.11.2023;01:45;02:00;0,1;24,17;10,06;0,1;0,1;10,78;20,4;50,44;11,29;27,59;0,1;123,77;11,26;-;118;13,34;16,54
24.11.2023;02:00;02:15;0,12;22,95;12,47;0,12;0,12;12,41;24,4;49,92;7,61;18,42;0,12;122,53;4,38;-;116,91;9,11;10,42
24.11.2023;02:15;02:30;0,12;22,95;12,47;0,12;0,12;12,41;24,4;49,92;7,61;18,42;0,12;122,53;4,38;-;116,91;9,11;10,42
24.11.2023;02:30;02:45;0,12;22,95;12,47;0,12;0,12;12,41;24,4;49,92;7,61;18,42;0,12;122,53;4,38;-;116,91;9,11;10,42
24.11.2023;02:45;03:00;0,12;22,95;12,47;0,12;0,12;12,41;24,4;49,92;7,61;18,42;0,12;122,53;4,38;-;116,91;9,11;10,42
24.11.2023;03:00;03:15;0,34;17,99;1,06;0,34;0,34;1,63;0,59;46,92;3,01;22,1;0,34;119,27;2,29;-;116,91;3,7;5,07
24.11.2023;03:15;03:30;0,34;17,99;1,06;0,34;0,34;1,63;0,59;46,92;3,01;22,1;0,34;119,27;2,29;-;116,91;3,7;5,07
24.11.2023;03:30;03:45;0,34;17,99;1,06;0,34;0,34;1,63;0,59;46,92;3,01;22,1;0,34;119,27;2,29;-;116,91;3,7;5,07
24.11.2023;03:45;04:00;0,34;17,99;1,06;0,34;0,34;1,63;0,59;46,92;3,01;22,1;0,34;119,27;2,29;-;116,91;3,7;5,07
24.11.2023;04:00;04:15;1,55;18,99;1,99;1,55;1,55;2,4;1,77;38,42;6,27;26,21;1,55;119,15;8;-;115,76;8,58;10,06
24.11.2023;04:15;04:30;1,55;18,99;1,99;1,55;1,55;2,4;1,77;38,42;6,27;26,21;1,55;119,15;8;-;115,76;8,58;10,06
24.11.2023;04:30;04:45;1,55;18,99;1,99;1,55;1,55;2,4;1,77;38,42;6,27;26,21;1,55;119,15;8;-;115,76;8,58;10,06
24.11.2023;04:45;05:00;1,55;18,99;1,99;1,55;1,55;2,4;1,77;38,42;6,27;26,21;1,55;119,15;8;-;115,76;8,58;10,06
24.11.2023;05:00;05:15;31,61;38,01;31,74;31,61;4,43;31,88;31,68;53,9;33,24;38,24;4,43;124,03;32,97;-;122,93;34,24;35,07
24.11.2023;05:15;05:30;31,61;38,01;31,74;31,61;4,43;31,88;31,68;53,9;33,24;38,24;4,43;124,03;32,97;-;122,93;34,24;35,07
24.11.2023;05:30;05:45;31,61;38,01;31,74;31,61;4,43;31,88;31,68;53,9;33,24;38,24;4,43;124,03;32,97;-;122,93;34,24;35,07
24.11.2023;05:45;06:00;31,61;38,01;31,74;31,61;4,43;31,88;31,68;53,9;33,24;38,24;4,43;124,03;32,97;-;122,93;34,24;35,07
24.11.2023;06:00;06:15;70,53;68,74;71,3;66,11;16,09;71,96;70,9;66,11;78,5;87,75;16,09;127,6;83,69;-;134,8;80,52;83,69
24.11.2023;06:15;06:30;70,53;68,74;71,3;66,11;16,09;71,96;70,9;66,11;78,5;87,75;16,09;127,6;83,69;-;134,8;80,52;83,69
24.11.2023;06:30;06:45;70,53;68,74;71,3;66,11;16,09;71,96;70,9;66,11;78,5;87,75;16,09;127,6;83,69;-;134,8;80,52;83,69
24.11.2023;06:45;07:00;70,53;68,74;71,3;66,11;16,09;71,96;70,9;66,11;78,5;87,75;16,09;127,6;83,69;-;134,8;80,52;83,69
24.11.2023;07:00;07:15;94,28;83,11;95,47;74,53;20,03;96,81;94,61;76,76;110,1;87,68;20,03;132,91;105,31;-;150;118,89;140,06
24.11.2023;07:15;07:30;94,28;83,11;95,47;74,53;20,03;96,81;94,61;76,76;110,1;87,68;20,03;132,91;105,31;-;150;118,89;140,06
24.11.2023;07:30;07:45;94,28;83,11;95,47;74,53;20,03;96,81;94,61;76,76;110,1;87,68;20,03;132,91;105,31;-;150;118,89;140,06
24.11.2023;07:45;08:00;94,28;83,11;95,47;74,53;20,03;96,81;94,61;76,76;110,1;87,68;20,03;132,91;105,31;-;150;118,89;140,06
24.11.2023;08:00;08:15;112,68;93,05;117,73;80,14;20,76;116,97;126,57;82,53;121,13;88,54;20,76;131,05;117,37;-;170;125,43;136,24
24.11.2023;08:15;08:30;112,68;93,05;117,73;80,14;20,76;116,97;126,57;82,53;121,13;88,54;20,76;131,05;117,37;-;170;125,43;136,24
24.11.2023;08:30;08:45;112,68;93,05;117,73;80,14;20,76;116,97;126,57;82,53;121,13;88,54;20,76;131,05;117,37;-;170;125,43;136,24
24.11.2023;08:45;09:00;112,68;93,05;117,73;80,14;20,76;116,97;126,57;82,53;121,13;88,54;20,76;131,05;117,37;-;170;125,43;136,24
24.11.2023;09:00;09:15;93,99;90,17;118,01;78,57;20,86;111;131,22;80,92;105,17;87,65;20,86;132,47;105,17;-;148,49;108,23;112,4
24.11.2023;09:15;09:30;93,99;90,17;118,01;78,57;20,86;111;131,22;80,92;105,17;87,65;20,86;132,47;105,17;-;148,49;108,23;112,4
24.11.2023;09:30;09:45;93,99;90,17;118,01;78,57;20,86;111;131,22;80,92;105,17;87,65;20,86;132,47;105,17;-;148,49;108,23;112,4
24.11.2023;09:45;10:00;93,99;90,17;118,01;78,57;20,86;111;131,22;80,92;105,17;87,65;20,86;132,47;105,17;-;148,49;108,23;112,4
24.11.2023;10:00;10:15;86,95;84,18;102,12;77,66;21,64;98,01;107,15;79,98;97,04;87,8;21,64;132,99;100;-;131,73;99,37;103,25
24.11.2023;10:15;10:30;86,95;84,18;102,12;77,66;21,64;98,01;107,15;79,98;97,04;87,8;21,64;132,99;100;-;131,73;99,37;103,25
24.11.2023;10:30;10:45;86,95;84,18;102,12;77,66;21,64;98,01;107,15;79,98;97,04;87,8;21,64;132,99;100;-;131,73;99,37;103,25
24.11.2023;10:45;11:00;86,95;84,18;102,12;77,66;21,64;98,01;107,15;79,98;97,04;87,8;21,64;132,99;100;-;131,73;99,37;103,25
24.11.2023;11:00;11:15;79,42;80,72;96,28;74,73;22,83;91,52;98,85;76,96;89,88;87,72;22,83;132,59;93,71;-;129,36;90,95;92,77
24.11.2023;11:15;11:30;79,42;80,72;96,28;74,73;22,83;91,52;98,85;76,96;89,88;87,72;22,83;132,59;93,71;-;129,36;90,95;92,77
24.11.2023;11:30;11:45;79,42;80,72;96,28;74,73;22,83;91,52;98,85;76,96;89,88;87,72;22,83;132,59;93,71;-;129,36;90,95;92,77
24.11.2023;11:45;12:00;79,42;80,72;96,28;74,73;22,83;91,52;98,85;76,96;89,88;87,72;22,83;132,59;93,71;-;129,36;90,95;92,77
24.11.2023;12:00;12:15;76,33;75,32;77,86;71,81;25,08;78,74;77,86;73,96;89,68;87,78;25,08;131,02;89,68;-;120,36;94,01;106,02
24.11.2023;12:15;12:30;76,33;75,32;77,86;71,81;25,08;78,74;77,86;73,96;89,68;87,78;25,08;131,02;89,68;-;120,36;94,01;106,02
24.11.2023;12:30;12:45;76,33;75,32;77,86;71,81;25,08;78,74;77,86;73,96;89,68;87,78;25,08;131,02;89,68;-;120,36;94,01;106,02
24.11.2023;12:45;13:00;76,33;75,32;77,86;71,81;25,08;78,74;77,86;73,96;89,68;87,78;25,08;131,02;89,68;-;120,36;94,01;106,02
24.11.2023;13:00;13:15;71,45;74,7;75,72;71,45;22,84;76,6;78,29;73,58;91,34;88,58;22,84;130,37;90,13;-;122,95;101,74;123,84
24.11.2023;13:15;13:30;71,45;74,7;75,72;71,45;22,84;76,6;78,29;73,58;91,34;88,58;22,84;130,37;90,13;-;122,95;101,74;123,84
24.11.2023;13:30;13:45;71,45;74,7;75,72;71,45;22,84;76,6;78,29;73,58;91,34;88,58;22,84;130,37;90,13;-;122,95;101,74;123,84
24.11.2023;13:45;14:00;71,45;74,7;75,72;71,45;22,84;76,6;78,29;73,58;91,34;88,58;22,84;130,37;90,13;-;122,95;101,74;123,84
24.11.2023;14:00;14:15;75,38;83,23;83,81;72,27;35,05;84,12;89,31;74,42;102,31;104,2;35,05;132,96;102;-;130,09;115,92;143,48
24.11.2023;14:15;14:30;75,38;83,23;83,81;72,27;35,05;84,12;89,31;74,42;102,31;104,2;35,05;132,96;102;-;130,09;115,92;143,48
24.11.2023;14:30;14:45;75,38;83,23;83,81;72,27;35,05;84,12;89,31;74,42;102,31;104,2;35,05;132,96;102;-;130,09;115,92;143,48
24.11.2023;14:45;15:00;75,38;83,23;83,81;72,27;35,05;84,12;89,31;74,42;102,31;104,2;35,05;132,96;102;-;130,09;115,92;143,48
24.11.2023;15:00;15:15;77,37;92,39;85,67;71,45;71,45;86,72;90,09;73,59;110,1;113,34;71,45;132,93;109,46;-;132,42;127,2;160,94
24.11.2023;15:15;15:30;77,37;92,39;85,67;71,45;71,45;86,72;90,09;73,59;110,1;113,34;71,45;132,93;109,46;-;132,42;127,2;160,94
24.11.2023;15:30;15:45;77,37;92,39;85,67;71,45;71,45;86,72;90,09;73,59;110,1;113,34;71,45;132,93;109,46;-;132,42;127,2;160,94
24.11.2023;15:45;16:00;77,37;92,39;85,67;71,45;71,45;86,72;90,09;73,59;110,1;113,34;71,45;132,93;109,46;-;132,42;127,2;160,94
24.11.2023;16:00;16:15;85,24;100,6;101,27;74,87;74,87;100,26;113,1;77,11;122,9;121,41;74,87;132,93;113,02;-;144,6;144,47;185,72
24.11.2023;16:15;16:30;85,24;100,6;101,27;74,87;74,87;100,26;113,1;77,11;122,9;121,41;74,87;132,93;113,02;-;144,6;144,47;185,72
24.11.2023;16:30;16:45;85,24;100,6;101,27;74,87;74,87;100,26;113,1;77,11;122,9;121,41;74,87;132,93;113,02;-;144,6;144,47;185,72
24.11.2023;16:45;17:00;85,24;100,6;101,27;74,87;74,87;100,26;113,1;77,11;122,9;121,41;74,87;132,93;113,02;-;144,6;144,47;185,72
24.11.2023;17:00;17:15;90,97;104,89;116,01;76,49;76,49;110,84;145,1;78,77;118,47;120,38;76,49;127,04;107,69;-;158,79;134,57;168,48
24.11.2023;17:15;17:30;90,97;104,89;116,01;76,49;76,49;110,84;145,1;78,77;118,47;120,38;76,49;127,04;107,69;-;158,79;134,57;168,48
24.11.2023;17:30;17:45;90,97;104,89;116,01;76,49;76,49;110,84;145,1;78,77;118,47;120,38;76,49;127,04;107,69;-;158,79;134,57;168,48
24.11.2023;17:45;18:00;90,97;104,89;116,01;76,49;76,49;110,84;145,1;78,77;118,47;120,38;76,49;127,04;107,69;-;158,79;134,57;168,48
24.11.2023;18:00;18:15;90,25;97,98;119,28;77,61;34,29;112,8;148,02;79,93;116,78;118,61;34,29;126,78;109,44;-;143,04;140,26;157,12
24.11.2023;18:15;18:30;90,25;97,98;119,28;77,61;34,29;112,8;148,02;79,93;116,78;118,61;34,29;126,78;109,44;-;143,04;140,26;157,12
24.11.2023;18:30;18:45;90,25;97,98;119,28;77,61;34,29;112,8;148,02;79,93;116,78;118,61;34,29;126,78;109,44;-;143,04;140,26;157,12
24.11.2023;18:45;19:00;90,25;97,98;119,28;77,61;34,29;112,8;148,02;79,93;116,78;118,61;34,29;126,78;109,44;-;143,04;140,26;157,12
24.11.2023;19:00;19:15;86,23;91,42;111,98;76,35;21,95;105,59;136,34;79,95;105,07;120,36;21,95;124,06;102;-;141,22;117,02;153,6
24.11.2023;19:15;19:30;86,23;91,42;111,98;76,35;21,95;105,59;136,34;79,95;105,07;120,36;21,95;124,06;102;-;141,22;117,02;153,6
24.11.2023;19:30;19:45;86,23;91,42;111,98;76,35;21,95;105,59;136,34;79,95;105,07;120,36;21,95;124,06;102;-;141,22;117,02;153,6
24.11.2023;19:45;20:00;86,23;91,42;111,98;76,35;21,95;105,59;136,34;79,95;105,07;120,36;21,95;124,06;102;-;141,22;117,02;153,6
24.11.2023;20:00;20:15;81,5;86,31;103,7;78,97;20,5;97,71;121,6;78,97;95,6;118,61;20,5;124,05;89,16;-;131,93;104,35;128,13
24.11.2023;20:15;20:30;81,5;86,31;103,7;78,97;20,5;97,71;121,6;78,97;95,6;118,61;20,5;124,05;89,16;-;131,93;104,35;128,13
24.11.2023;20:30;20:45;81,5;86,31;103,7;78,97;20,5;97,71;121,6;78,97;95,6;118,61;20,5;124,05;89,16;-;131,93;104,35;128,13
24.11.2023;20:45;21:00;81,5;86,31;103,7;78,97;20,5;97,71;121,6;78,97;95,6;118,61;20,5;124,05;89,16;-;131,93;104,35;128,13
24.11.2023;21:00;21:15;74,74;77,07;86,21;74,74;19,79;83,41;100,1;76,97;85,12;100,29;19,79;122,21;79,09;-;130,2;90,49;109,6
24.11.2023;21:15;21:30;74,74;77,07;86,21;74,74;19,79;83,41;100,1;76,97;85,12;100,29;19,79;122,21;79,09;-;130,2;90,49;109,6
24.11.2023;21:30;21:45;74,74;77,07;86,21;74,74;19,79;83,41;100,1;76,97;85,12;100,29;19,79;122,21;79,09;-;130,2;90,49;109,6
24.11.2023;21:45;22:00;74,74;77,07;86,21;74,74;19,79;83,41;100,1;76,97;85,12;100,29;19,79;122,21;79,09;-;130,2;90,49;109,6
24.11.2023;22:00;22:15;77,56;75,26;84,82;77,56;19,72;83,13;92,97;75,33;82,93;89,18;19,72;122,14;80,38;-;128,28;85,68;85,68
24.11.2023;22:15;22:30;77,56;75,26;84,82;77,56;19,72;83,13;92,97;75,33;82,93;89,18;19,72;122,14;80,38;-;128,28;85,68;85,68
24.11.2023;22:30;22:45;77,56;75,26;84,82;77,56;19,72;83,13;92,97;75,33;82,93;89,18;19,72;122,14;80,38;-;128,28;85,68;85,68
24.11.2023;22:45;23:00;77,56;75,26;84,82;77,56;19,72;83,13;92,97;75,33;82,93;89,18;19,72;122,14;80,38;-;128,28;85,68;85,68
24.11.2023;23:00;23:15;72,84;71,44;78,9;72,84;19,02;79,19;85,35;72,84;78,65;87,72;19,02;116,16;76,1;-;123,83;79,65;80,98
24.11.2023;23:15;23:30;72,84;71,44;78,9;72,84;19,02;79,19;85,35;72,84;78,65;87,72;19,02;116,16;76,1;-;123,83;79,65;80,98
24.11.2023;23:30;23:45;72,84;71,44;78,9;72,84;19,02;79,19;85,35;72,84;78,65;87,72;19,02;116,16;76,1;-;123,83;79,65;80,98
24.11.2023;23:45;00:00;72,84;71,44;78,9;72,84;19,02;79,19;85,35;72,84;78,65;87,72;19,02;116,16;76,1;-;123,83;79,65;80,98
25.11.2023;00:00;00:15;78,07;72,85;78,07;78,07;28,04;78,07;78,07;78,07;78,07;78,07;28,04;120,74;78,07;-;121,3;78,07;78,07
25.11.2023;00:15;00:30;78,07;72,85;78,07;78,07;28,04;78,07;78,07;78,07;78,07;78,07;28,04;120,74;78,07;-;121,3;78,07;78,07
25.11.2023;00:30;00:45;78,07;72,85;78,07;78,07;28,04;78,07;78,07;78,07;78,07;78,07;28,04;120,74;78,07;-;121,3;78,07;78,07
25.11.2023;00:45;01:00;78,07;72,85;78,07;78,07;28,04;78,07;78,07;78,07;78,07;78,07;28,04;120,74;78,07;-;121,3;78,07;78,07
25.11.2023;01:00;01:15;74,03;69,72;74,03;74,03;25,91;74,03;74,03;75,44;74,03;76,35;25,91;119,09;74,03;-;116,4;74,03;74,03
25.11.2023;01:15;01:30;74,03;69,72;74,03;74,03;25,91;74,03;74,03;75,44;74,03;76,35;25,91;119,09;74,03;-;116,4;74,03;74,03
25.11.2023;01:30;01:45;74,03;69,72;74,03;74,03;25,91;74,03;74,03;75,44;74,03;76,35;25,91;119,09;74,03;-;116,4;74,03;74,03
25.11.2023;01:45;02:00;74,03;69,72;74,03;74,03;25,91;74,03;74,03;75,44;74,03;76,35;25,91;119,09;74,03;-;116,4;74,03;74,03
25.11.2023;02:00;02:15;72,07;68,47;72,07;72,07;30,02;72,07;72,07;74,22;72,07;72,94;25,49;118,05;72,07;-;116;72,07;72,07
25.11.2023;02:15;02:30;72,07;68,47;72,07;72,07;30,02;72,07;72,07;74,22;72,07;72,94;25,49;118,05;72,07;-;116;72,07;72,07
25.11.2023;02:30;02:45;72,07;68,47;72,07;72,07;30,02;72,07;72,07;74,22;72,07;72,94;25,49;118,05;72,07;-;116;72,07;72,07
25.11.2023;02:45;03:00;72,07;68,47;72,07;72,07;30,02;72,07;72,07;74,22;72,07;72,94;25,49;118,05;72,07;-;116;72,07;72,07
25.11.2023;03:00;03:15;71,61;68,57;71,61;71,61;35,09;71,61;71,61;73,75;71,61;71,8;25,22;118,73;71,61;-;115,89;71,61;71,61
25.11.2023;03:15;03:30;71,61;68,57;71,61;71,61;35,09;71,61;71,61;73,75;71,61;71,8;25,22;118,73;71,61;-;115,89;71,61;71,61
25.11.2023;03:30;03:45;71,61;68,57;71,61;71,61;35,09;71,61;71,61;73,75;71,61;71,8;25,22;118,73;71,61;-;115,89;71,61;71,61
25.11.2023;03:45;04:00;71,61;68,57;71,61;71,61;35,09;71,61;71,61;73,75;71,61;71,8;25,22;118,73;71,61;-;115,89;71,61;71,61
25.11.2023;04:00;04:15;69,99;70,52;69,99;69,99;69,99;69,99;69,99;72,23;69,99;69,99;25,52;118,06;69,99;-;113,6;69,99;69,99
25.11.2023;04:15;04:30;69,99;70,52;69,99;69,99;69,99;69,99;69,99;72,23;69,99;69,99;25,52;118,06;69,99;-;113,6;69,99;69,99
25.11.2023;04:30;04:45;69,99;70,52;69,99;69,99;69,99;69,99;69,99;72,23;69,99;69,99;25,52;118,06;69,99;-;113,6;69,99;69,99
25.11.2023;04:45;05:00;69,99;70,52;69,99;69,99;69,99;69,99;69,99;72,23;69,99;69,99;25,52;118,06;69,99;-;113,6;69,99;69,99
25.11.2023;05:00;05:15;74,19;73,54;74,19;74,19;74,19;74,19;74,19;76,26;74,19;74,19;20,93;118,27;74,19;-;113,8;74,19;74,19
25.11.2023;05:15;05:30;74,19;73,54;74,19;74,19;74,19;74,19;74,19;76,26;74,19;74,19;20,93;118,27;74,19;-;113,8;74,19;74,19
25.11.2023;05:30;05:45;74,19;73,54;74,19;74,19;74,19;74,19;74,19;76,26;74,19;74,19;20,93;118,27;74,19;-;113,8;74,19;74,19
25.11.2023;05:45;06:00;74,19;73,54;74,19;74,19;74,19;74,19;74,19;76,26;74,19;74,19;20,93;118,27;74,19;-;113,8;74,19;74,19
25.11.2023;06:00;06:15;79,81;78,04;79,81;79,81;79,81;79,81;79,81;79,52;79,81;79,81;23,3;117,18;79,81;-;120,5;79,81;79,81
25.11.2023;06:15;06:30;79,81;78,04;79,81;79,81;79,81;79,81;79,81;79,52;79,81;79,81;23,3;117,18;79,81;-;120,5;79,81;79,81
25.11.2023;06:30;06:45;79,81;78,04;79,81;79,81;79,81;79,81;79,81;79,52;79,81;79,81;23,3;117,18;79,81;-;120,5;79,81;79,81
25.11.2023;06:45;07:00;79,81;78,04;79,81;79,81;79,81;79,81;79,81;79,52;79,81;79,81;23,3;117,18;79,81;-;120,5;79,81;79,81
25.11.2023;07:00;07:15;87,08;84,13;87,08;87,08;87,08;87,08;87,08;84,64;87,08;87,08;26,11;118;87,08;-;126,67;87,08;87,08
25.11.2023;07:15;07:30;87,08;84,13;87,08;87,08;87,08;87,08;87,08;84,64;87,08;87,08;26,11;118;87,08;-;126,67;87,08;87,08
25.11.2023;07:30;07:45;87,08;84,13;87,08;87,08;87,08;87,08;87,08;84,64;87,08;87,08;26,11;118;87,08;-;126,67;87,08;87,08
25.11.2023;07:45;08:00;87,08;84,13;87,08;87,08;87,08;87,08;87,08;84,64;87,08;87,08;26,11;118;87,08;-;126,67;87,08;87,08
25.11.2023;08:00;08:15;94,29;90,95;94,29;93,64;93,64;94,29;94,29;90,92;94,29;94,29;34,28;122,25;94,29;-;128,17;94,29;94,29
25.11.2023;08:15;08:30;94,29;90,95;94,29;93,64;93,64;94,29;94,29;90,92;94,29;94,29;34,28;122,25;94,29;-;128,17;94,29;94,29
25.11.2023;08:30;08:45;94,29;90,95;94,29;93,64;93,64;94,29;94,29;90,92;94,29;94,29;34,28;122,25;94,29;-;128,17;94,29;94,29
25.11.2023;08:45;09:00;94,29;90,95;94,29;93,64;93,64;94,29;94,29;90,92;94,29;94,29;34,28;122,25;94,29;-;128,17;94,29;94,29
25.11.2023;09:00;09:15;91,74;93,83;91,93;91,74;91,74;91,95;92,02;89,08;92,08;100,93;74,95;124,04;91,63;-;124,05;93,19;91,43
25.11.2023;09:15;09:30;91,74;93,83;91,93;91,74;91,74;91,95;92,02;89,08;92,08;100,93;74,95;124,04;91,63;-;124,05;93,19;91,43
25.11.2023;09:30;09:45;91,74;93,83;91,93;91,74;91,74;91,95;92,02;89,08;92,08;100,93;74,95;124,04;91,63;-;124,05;93,19;91,43
25.11.2023;09:45;10:00;91,74;93,83;91,93;91,74;91,74;91,95;92,02;89,08;92,08;100,93;74,95;124,04;91,63;-;124,05;93,19;91,43
25.11.2023;10:00;10:15;89,17;92,81;89,17;89,17;89,17;89,17;89,17;88,27;89,17;101;87,03;120,43;89,17;-;121,83;89,17;89,17
25.11.2023;10:15;10:30;89,17;92,81;89,17;89,17;89,17;89,17;89,17;88,27;89,17;101;87,03;120,43;89,17;-;121,83;89,17;89,17
25.11.2023;10:30;10:45;89,17;92,81;89,17;89,17;89,17;89,17;89,17;88,27;89,17;101;87,03;120,43;89,17;-;121,83;89,17;89,17
25.11.2023;10:45;11:00;89,17;92,81;89,17;89,17;89,17;89,17;89,17;88,27;89,17;101;87,03;120,43;89,17;-;121,83;89,17;89,17
25.11.2023;11:00;11:15;87,06;90,8;87,06;87,06;87,06;87,06;87,06;87,06;87,06;100,99;84,97;116,4;87,06;-;115;87,06;87,06
25.11.2023;11:15;11:30;87,06;90,8;87,06;87,06;87,06;87,06;87,06;87,06;87,06;100,99;84,97;116,4;87,06;-;115;87,06;87,06
25.11.2023;11:30;11:45;87,06;90,8;87,06;87,06;87,06;87,06;87,06;87,06;87,06;100,99;84,97;116,4;87,06;-;115;87,06;87,06
25.11.2023;11:45;12:00;87,06;90,8;87,06;87,06;87,06;87,06;87,06;87,06;87,06;100,99;84,97;116,4;87,06;-;115;87,06;87,06
25.11.2023;12:00;12:15;84,82;89,21;84,87;84,82;84,82;84,92;84,84;84,82;85,02;106,57;82,78;113,1;84,72;-;111,1;85,92;84,57
25.11.2023;12:15;12:30;84,82;89,21;84,87;84,82;84,82;84,92;84,84;84,82;85,02;106,57;82,78;113,1;84,72;-;111,1;85,92;84,57
25.11.2023;12:30;12:45;84,82;89,21;84,87;84,82;84,82;84,92;84,84;84,82;85,02;106,57;82,78;113,1;84,72;-;111,1;85,92;84,57
25.11.2023;12:45;13:00;84,82;89,21;84,87;84,82;84,82;84,92;84,84;84,82;85,02;106,57;82,78;113,1;84,72;-;111,1;85,92;84,57
25.11.2023;13:00;13:15;83,07;88,21;83,12;83,07;83,07;83,16;83,09;84,54;83,3;110,91;81,08;112,03;82,98;-;110;84,1;82,82
25.11.2023;13:15;13:30;83,07;88,21;83,12;83,07;83,07;83,16;83,09;84,54;83,3;110,91;81,08;112,03;82,98;-;110;84,1;82,82
25.11.2023;13:30;13:45;83,07;88,21;83,12;83,07;83,07;83,16;83,09;84,54;83,3;110,91;81,08;112,03;82,98;-;110;84,1;82,82
25.11.2023;13:45;14:00;83,07;88,21;83,12;83,07;83,07;83,16;83,09;84,54;83,3;110,91;81,08;112,03;82,98;-;110;84,1;82,82
25.11.2023;14:00;14:15;90,09;92,43;90,09;90,09;90,09;90,09;90,09;87,98;90,09;95,72;87,92;114,52;90,09;-;115;90,09;90,09
25.11.2023;14:15;14:30;90,09;92,43;90,09;90,09;90,09;90,09;90,09;87,98;90,09;95,72;87,92;114,52;90,09;-;115;90,09;90,09
25.11.2023;14:30;14:45;90,09;92,43;90,09;90,09;90,09;90,09;90,09;87,98;90,09;95,72;87,92;114,52;90,09;-;115;90,09;90,09
25.11.2023;14:45;15:00;90,09;92,43;90,09;90,09;90,09;90,09;90,09;87,98;90,09;95,72;87,92;114,52;90,09;-;115;90,09;90,09
25.11.2023;15:00;15:15;95,66;98,23;95,91;95,66;95,66;96,16;95,8;93,12;97,96;101,8;93,12;118,36;97,02;-;124,39;100,01;98,84
25.11.2023;15:15;15:30;95,66;98,23;95,91;95,66;95,66;96,16;95,8;93,12;97,96;101,8;93,12;118,36;97,02;-;124,39;100,01;98,84
25.11.2023;15:30;15:45;95,66;98,23;95,91;95,66;95,66;96,16;95,8;93,12;97,96;101,8;93,12;118,36;97,02;-;124,39;100,01;98,84
25.11.2023;15:45;16:00;95,66;98,23;95,91;95,66;95,66;96,16;95,8;93,12;97,96;101,8;93,12;118,36;97,02;-;124,39;100,01;98,84
25.11.2023;16:00;16:15;114,91;114,93;114,98;114,91;114,91;115,05;114,95;111,35;115,42;115,42;112,15;119,98;115,06;-;130,26;116,25;115,27
25.11.2023;16:15;16:30;114,91;114,93;114,98;114,91;114,91;115,05;114,95;111,35;115,42;115,42;112,15;119,98;115,06;-;130,26;116,25;115,27
25.11.2023;16:30;16:45;114,91;114,93;114,98;114,91;114,91;115,05;114,95;111,35;115,42;115,42;112,15;119,98;115,06;-;130,26;116,25;115,27
25.11.2023;16:45;17:00;114,91;114,93;114,98;114,91;114,91;115,05;114,95;111,35;115,42;115,42;112,15;119,98;115,06;-;130,26;116,25;115,27
25.11.2023;17:00;17:15;124,1;124,05;124,1;124,1;124,1;124,1;124,1;120,5;124,1;124,1;121,12;130,09;124,1;-;152,86;124,1;124,1
25.11.2023;17:15;17:30;124,1;124,05;124,1;124,1;124,1;124,1;124,1;120,5;124,1;124,1;121,12;130,09;124,1;-;152,86;124,1;124,1
25.11.2023;17:30;17:45;124,1;124,05;124,1;124,1;124,1;124,1;124,1;120,5;124,1;124,1;121,12;130,09;124,1;-;152,86;124,1;124,1
25.11.2023;17:45;18:00;124,1;124,05;124,1;124,1;124,1;124,1;124,1;120,5;124,1;124,1;121,12;130,09;124,1;-;152,86;124,1;124,1
