Datum;Anfang;Ende;Deutschland/Luxemburg [€/MWh] Berechnete Auflösungen;∅ Anrainer DE/LU [€/MWh] Berechnete Auflösungen;Belgien [€/MWh] Berechnete Auflösungen;Dänemark 1 [€/MWh] Berechnete Auflösungen;Dänemark 2 [€/MWh] Berechnete Auflösungen;Frankreich [€/MWh] Berechnete Auflösungen;Niederlande [€/MWh] Berechnete Auflösungen;Norwegen 2 [€/MWh] Berechnete Auflösungen;Österreich [€/MWh] Berechnete Auflösungen;Polen [€/MWh] Berechnete Auflösungen;Schweden 4 [€/MWh] Berechnete Auflösungen;Schweiz [€/MWh] Berechnete Auflösungen;Tschechien [€/MWh] Berechnete Auflösungen;DE/AT/LU [€/MWh] Berechnete Auflösungen;Italien (Nord) [€/MWh] Berechnete Auflösungen;Slowenien [€/MWh] Berechnete Auflösungen;Ungarn [€/MWh] Berechnete Auflösungen
29.11.2023;07:15;07:30;132,59;136,11;132,95;132,59;135,85;134,48;132,59;132,59;136,26;149,47;135,85;138,54;136,08;-;139,6;139,6;140,05
29.11.2023;07:30;07:45;132,59;136,11;132,95;132,59;135,85;134,48;132,59;132,59;136,26;149,47;135,85;138,54;136,08;-;139,6;139,6;140,05
29.11.2023;07:45;08:00;132,59;136,11;132,95;132,59;135,85;134,48;132,59;132,59;136,26;149,47;135,85;138,54;136,08;-;139,6;139,6;140,05
29.11.2023;08:00;08:15;149,33;151,39;149,69;149,33;153;149,93;149,58;149,33;151,06;159,12;153;149,75;151,45;-;160,51;151,6;154,42
29.11.2023;08:15;08:30;149,33;151,39;149,69;149,33;153;149,93;149,58;149,33;151,06;159,12;153;149,75;151,45;-;160,51;151,6;154,42
29.11.2023;08:30;08:45;149,33;151,39;149,69;149,33;153;149,93;149,58;149,33;151,06;159,12;153;149,75;151,45;-;160,51;151,6;154,42
29.11.2023;08:45;09:00;149,33;151,39;149,69;149,33;153;149,93;149,58;149,33;151,06;159,12;153;149,75;151,45;-;160,51;151,6;154,42
29.11.2023;09:00;09:15;142,55;146,08;145,45;142,55;146,06;146,47;145;142,55;139,32;159,47;146,06;148,56;145,4;-;146,47;144,23;150,35
29.11.2023;09:15;09:30;142,55;146,08;145,45;142,55;146,06;146,47;145;142,55;139,32;159,47;146,06;148,56;145,4;-;146,47;144,23;150,35
29.11.2023;09:30;09:45;142,55;146,08;145,45;142,55;146,06;146,47;145;142,55;139,32;159,47;146,06;148,56;145,4;-;146,47;144,23;150,35
29.11.2023;09:45;10:00;142,55;146,08;145,45;142,55;146,06;146,47;145;142,55;139,32;159,47;146,06;148,56;145,4;-;146,47;144,23;150,35
29.11.2023;10:00;10:15;133,72;137,61;133,87;133,72;137,01;133,94;133,85;137,01;133,94;158,39;137,01;140,49;134,46;-;133,94;133,75;135,91
29.11.2023;10:15;10:30;133,72;137,61;133,87;133,72;137,01;133,94;133,85;137,01;133,94;158,39;137,01;140,49;134,46;-;133,94;133,75;135,91
29.11.2023;10:30;10:45;133,72;137,61;133,87;133,72;137,01;133,94;133,85;137,01;133,94;158,39;137,01;140,49;134,46;-;133,94;133,75;135,91
29.11.2023;10:45;11:00;133,72;137,61;133,87;133,72;137,01;133,94;133,85;137,01;133,94;158,39;137,01;140,49;134,46;-;133,94;133,75;135,91
29.11.2023;11:00;11:15;130;133,56;129,98;130;130,37;129,96;129,99;130,37;129,99;160,51;130,37;137,52;130,13;-;129,96;129,55;130,61
29.11.2023;11:15;11:30;130;133,56;129,98;130;130,37;129,96;129,99;130,37;129,99;160,51;130,37;137,52;130,13;-;129,96;129,55;130,61
29.11.2023;11:30;11:45;130;133,56;129,98;130;130,37;129,96;129,99;130,37;129,99;160,51;130,37;137,52;130,13;-;129,96;129,55;130,61
29.11.2023;11:45;12:00;130;133,56;129,98;130;130,37;129,96;129,99;130,37;129,99;160,51;130,37;137,52;130,13;-;129,96;129,55;130,61
29.11.2023;12:00;12:15;128,09;132,51;128,26;128,21;131,24;128,36;128,21;131,24;128,64;156,49;131,24;137,07;128,7;-;128,36;128,64;129,41
29.11.2023;12:15;12:30;128,09;132,51;128,26;128,21;131,24;128,36;128,21;131,24;128,64;156,49;131,24;137,07;128,7;-;128,36;128,64;129,41
29.11.2023;12:30;12:45;128,09;132,51;128,26;128,21;131,24;128,36;128,21;131,24;128,64;156,49;131,24;137,07;128,7;-;128,36;128,64;129,41
29.11.2023;12:45;13:00;128,09;132,51;128,26;128,21;131,24;128,36;128,21;131,24;128,64;156,49;131,24;137,07;128,7;-;128,36;128,64;129,41
29.11.2023;13:00;13:15;132,18;135,2;132,45;132,18;136,13;132,59;132,38;136,13;132,55;148,72;136,13;134,93;132,98;-;132,59;133,32;133,96
29.11.2023;13:15;13:30;132,18;135,2;132,45;132,18;136,13;132,59;132,38;136,13;132,55;148,72;136,13;134,93;132,98;-;132,59;133,32;133,96
29.11.2023;13:30;13:45;132,18;135,2;132,45;132,18;136,13;132,59;132,38;136,13;132,55;148,72;136,13;134,93;132,98;-;132,59;133,32;133,96
29.11.2023;13:45;14:00;132,18;135,2;132,45;132,18;136,13;132,59;132,38;136,13;132,55;148,72;136,13;134,93;132,98;-;132,59;133,32;133,96
29.11.2023;14:00;14:15;146,35;147,74;146,75;146,35;149,95;146,95;146,66;149,95;146,9;151,75;149,95;142,5;147,43;-;146,95;147,88;148,78
29.11.2023;14:15;14:30;146,35;147,74;146,75;146,35;149,95;146,95;146,66;149,95;146,9;151,75;149,95;142,5;147,43;-;146,95;147,88;148,78
29.11.2023;14:30;14:45;146,35;147,74;146,75;146,35;149,95;146,95;146,66;149,95;146,9;151,75;149,95;142,5;147,43;-;146,95;147,88;148,78
29.11.2023;14:45;15:00;146,35;147,74;146,75;146,35;149,95;146,95;146,66;149,95;146,9;151,75;149,95;142,5;147,43;-;146,95;147,88;148,78
29.11.2023;15:00;15:15;168;166,43;168;168;168;168;168;168;168;168;168;150,69;168;-;168;168;168
29.11.2023;15:15;15:30;168;166,43;168;168;168;168;168;168;168;168;168;150,69;168;-;168;168;168
29.11.2023;15:30;15:45;168;166,43;168;168;168;168;168;168;168;168;168;150,69;168;-;168;168;168
29.11.2023;15:45;16:00;168;166,43;168;168;168;168;168;168;168;168;168;150,69;168;-;168;168;168
29.11.2023;16:00;16:15;200;196,16;200;200;200;200;200;200;200;178,64;200;179,09;200;-;200;200;200
29.11.2023;16:15;16:30;200;196,16;200;200;200;200;200;200;200;178,64;200;179,09;200;-;200;200;200
29.11.2023;16:30;16:45;200;196,16;200;200;200;200;200;200;200;178,64;200;179,09;200;-;200;200;200
29.11.2023;16:45;17:00;200;196,16;200;200;200;200;200;200;200;178,64;200;179,09;200;-;200;200;200
29.11.2023;17:00;17:15;250;238,48;250;250;250;250;250;250;250;165,99;250;207,27;250;-;235,74;250;250
29.11.2023;17:15;17:30;250;238,48;250;250;250;250;250;250;250;165,99;250;207,27;250;-;235,74;250;250
29.11.2023;17:30;17:45;250;238,48;250;250;250;250;250;250;250;165,99;250;207,27;250;-;235,74;250;250
29.11.2023;17:45;18:00;250;238,48;250;250;250;250;250;250;250;165,99;250;207,27;250;-;235,74;250;250
29.11.2023;18:00;18:15;250;239,18;250;250;250;250;250;250;250;163,78;250;217,2;250;-;231;250;250
29.11.2023;18:15;18:30;250;239,18;250;250;250;250;250;250;250;163,78;250;217,2;250;-;231;250;250
29.11.2023;18:30;18:45;250;239,18;250;250;250;250;250;250;250;163,78;250;217,2;250;-;231;250;250
29.11.2023;18:45;19:00;250;239,18;250;250;250;250;250;250;250;163,78;250;217,2;250;-;231;250;250
29.11.2023;19:00;19:15;200;194,75;200;200;200;200;200;200;200;164,4;200;177,9;200;-;200;200;200
29.11.2023;19:15;19:30;200;194,75;200;200;200;200;200;200;200;164,4;200;177,9;200;-;200;200;200
29.11.2023;19:30;19:45;200;194,75;200;200;200;200;200;200;200;164,4;200;177,9;200;-;200;200;200
29.11.2023;19:45;20:00;200;194,75;200;200;200;200;200;200;200;164,4;200;177,9;200;-;200;200;200
29.11.2023;20:00;20:15;161;159,86;161;161;161;161;161;161;161;161;161;148,46;161;-;161;161;161
29.11.2023;20:15;20:30;161;159,86;161;161;161;161;161;161;161;161;161;148,46;161;-;161;161;161
29.11.2023;20:30;20:45;161;159,86;161;161;161;161;161;161;161;161;161;148,46;161;-;161;161;161
29.11.2023;20:45;21:00;161;159,86;161;161;161;161;161;161;161;161;161;148,46;161;-;161;161;161
29.11.2023;21:00;21:15;139,01;138,41;139,01;139,01;139,01;139,01;139,01;139,01;139,01;139,01;139,01;132,42;139,01;-;139,01;139,01;139,01
29.11.2023;21:15;21:30;139,01;138,41;139,01;139,01;139,01;139,01;139,01;139,01;139,01;139,01;139,01;132,42;139,01;-;139,01;139,01;139,01
29.11.2023;21:30;21:45;139,01;138,41;139,01;139,01;139,01;139,01;139,01;139,01;139,01;139,01;139,01;132,42;139,01;-;139,01;139,01;139,01
29.11.2023;21:45;22:00;139,01;138,41;139,01;139,01;139,01;139,01;139,01;139,01;139,01;139,01;139,01;132,42;139,01;-;139,01;139,01;139,01
29.11.2023;22:00;22:15;128,5;128,14;128,5;128,5;128,5;128,5;128,5;125,05;128,5;128,5;128,5;127,95;128,5;-;128,5;128,5;128,5
29.11.2023;22:15;22:30;128,5;128,14;128,5;128,5;128,5;128,5;128,5;125,05;128,5;128,5;128,5;127,95;128,5;-;128,5;128,5;128,5
29.11.2023;22:30;22:45;128,5;128,14;128,5;128,5;128,5;128,5;128,5;125,05;128,5;128,5;128,5;127,95;128,5;-;128,5;128,5;128,5
29.11.2023;22:45;23:00;128,5;128,14;128,5;128,5;128,5;128,5;128,5;125,05;128,5;128,5;128,5;127,95;128,5;-;128,5;128,5;128,5
29.11.2023;23:00;23:15;114,27;114,42;114,27;114,27;114,27;114,27;114,27;110,72;114,27;114,27;111,52;122,27;114,27;-;123,79;114,27;114,27
29.11.2023;23:15;23:30;114,27;114,42;114,27;114,27;114,27;114,27;114,27;110,72;114,27;114,27;111,52;122,27;114,27;-;123,79;114,27;114,27
29.11.2023;23:30;23:45;114,27;114,42;114,27;114,27;114,27;114,27;114,27;110,72;114,27;114,27;111,52;122,27;114,27;-;123,79;114,27;114,27
29.11.2023;23:45;00:00;114,27;114,42;114,27;114,27;114,27;114,27;114,27;110,72;114,27;114,27;111,52;122,27;114,27;-;123,79;114,27;114,27
30.11.2023;00:00;00:15;104,79;105,34;104,79;104,79;104,79;104,79;104,79;101,96;104,79;104,79;102,28;116,13;104,79;-;121,53;104,79;104,79
30.11.2023;00:15;00:30;104,79;105,34;104,79;104,79;104,79;104,79;104,79;101,96;104,79;104,79;102,28;116,13;104,79;-;121,53;104,79;104,79
30.11.2023;00:30;00:45;104,79;105,34;104,79;104,79;104,79;104,79;104,79;101,96;104,79;104,79;102,28;116,13;104,79;-;121,53;104,79;104,79
30.11.2023;00:45;01:00;104,79;105,34;104,79;104,79;104,79;104,79;104,79;101,96;104,79;104,79;102,28;116,13;104,79;-;121,53;104,79;104,79
30.11.2023;01:00;01:15;104,52;104,53;104,52;104,52;104,52;104,52;104,52;101,28;104,52;104,52;102,01;110,42;104,52;-;115,02;104,52;104,52
30.11.2023;01:15;01:30;104,52;104,53;104,52;104,52;104,52;104,52;104,52;101,28;104,52;104,52;102,01;110,42;104,52;-;115,02;104,52;104,52
30.11.2023;01:30;01:45;104,52;104,53;104,52;104,52;104,52;104,52;104,52;101,28;104,52;104,52;102,01;110,42;104,52;-;115,02;104,52;104,52
30.11.2023;01:45;02:00;104,52;104,53;104,52;104,52;104,52;104,52;104,52;101,28;104,52;104,52;102,01;110,42;104,52;-;115,02;104,52;104,52
30.11.2023;02:00;02:15;102,2;102,33;102,2;102,2;102,2;102,2;102,2;99,03;102,2;102,2;99,74;109,21;102,2;-;108,94;102,2;102,2
30.11.2023;02:15;02:30;102,2;102,33;102,2;102,2;102,2;102,2;102,2;99,03;102,2;102,2;99,74;109,21;102,2;-;108,94;102,2;102,2
30.11.2023;02:30;02:45;102,2;102,33;102,2;102,2;102,2;102,2;102,2;99,03;102,2;102,2;99,74;109,21;102,2;-;108,94;102,2;102,2
30.11.2023;02:45;03:00;102,2;102,33;102,2;102,2;102,2;102,2;102,2;99,03;102,2;102,2;99,74;109,21;102,2;-;108,94;102,2;102,2
30.11.2023;03:00;03:15;100;100,31;100;100;100;100;100;97,1;100;101,5;97,6;107,2;100;-;107,16;100;100
30.11.2023;03:15;03:30;100;100,31;100;100;100;100;100;97,1;100;101,5;97,6;107,2;100;-;107,16;100;100
30.11.2023;03:30;03:45;100;100,31;100;100;100;100;100;97,1;100;101,5;97,6;107,2;100;-;107,16;100;100
30.11.2023;03:45;04:00;100;100,31;100;100;100;100;100;97,1;100;101,5;97,6;107,2;100;-;107,16;100;100
30.11.2023;04:00;04:15;101,63;101,7;101,63;101,63;101,63;101,63;101,63;98,68;101,63;102,43;99,19;106,97;101,63;-;107,16;101,63;101,63
30.11.2023;04:15;04:30;101,63;101,7;101,63;101,63;101,63;101,63;101,63;98,68;101,63;102,43;99,19;106,97;101,63;-;107,16;101,63;101,63
30.11.2023;04:30;04:45;101,63;101,7;101,63;101,63;101,63;101,63;101,63;98,68;101,63;102,43;99,19;106,97;101,63;-;107,16;101,63;101,63
30.11.2023;04:45;05:00;101,63;101,7;101,63;101,63;101,63;101,63;101,63;98,68;101,63;102,43;99,19;106,97;101,63;-;107,16;101,63;101,63
30.11.2023;05:00;05:15;106,3;107;106,3;106,3;106,3;106,3;106,3;103,22;106,3;106,3;106,3;117,04;106,3;-;114,39;106,3;106,3
30.11.2023;05:15;05:30;106,3;107;106,3;106,3;106,3;106,3;106,3;103,22;106,3;106,3;106,3;117,04;106,3;-;114,39;106,3;106,3
30.11.2023;05:30;05:45;106,3;107;106,3;106,3;106,3;106,3;106,3;103,22;106,3;106,3;106,3;117,04;106,3;-;114,39;106,3;106,3
30.11.2023;05:45;06:00;106,3;107;106,3;106,3;106,3;106,3;106,3;103,22;106,3;106,3;106,3;117,04;106,3;-;114,39;106,3;106,3
30.11.2023;06:00;06:15;129,41;128,84;129,41;129,41;129,41;129,41;129,41;119,95;129,41;129,41;129,41;132,56;129,41;-;129,41;129,41;129,41
30.11.2023;06:15;06:30;129,41;128,84;129,41;129,41;129,41;129,41;129,41;119,95;129,41;129,41;129,41;132,56;129,41;-;129,41;129,41;129,41
30.11.2023;06:30;06:45;129,41;128,84;129,41;129,41;129,41;129,41;129,41;119,95;129,41;129,41;129,41;132,56;129,41;-;129,41;129,41;129,41
30.11.2023;06:45;07:00;129,41;128,84;129,41;129,41;129,41;129,41;129,41;119,95;129,41;129,41;129,41;132,56;129,41;-;129,41;129,41;129,41
30.11.2023;07:00;07:15;168,09;169,33;168,09;168,09;168,09;168,09;168,09;168,09;168,09;168,09;168,09;181,69;168,09;-;168,09;168,09;168,09
30.11.2023;07:15;07:30;168,09;169,33;168,09;168,09;168,09;168,09;168,09;168,09;168,09;168,09;168,09;181,69;168,09;-;168,09;168,09;168,09
30.11.2023;07:30;07:45;168,09;169,33;168,09;168,09;168,09;168,09;168,09;168,09;168,09;168,09;168,09;181,69;168,09;-;168,09;168,09;168,09
30.11.2023;07:45;08:00;168,09;169,33;168,09;168,09;168,09;168,09;168,09;168,09;168,09;168,09;168,09;181,69;168,09;-;168,09;168,09;168,09
30.11.2023;08:00;08:15;219,27;217,29;219,27;219,27;219,27;219,27;219,27;213,74;219,27;196,14;219,27;226,12;219,27;-;219,27;219,27;219,27
30.11.2023;08:15;08:30;219,27;217,29;219,27;219,27;219,27;219,27;219,27;213,74;219,27;196,14;219,27;226,12;219,27;-;219,27;219,27;219,27
30.11.2023;08:30;08:45;219,27;217,29;219,27;219,27;219,27;219,27;219,27;213,74;219,27;196,14;219,27;226,12;219,27;-;219,27;219,27;219,27
30.11.2023;08:45;09:00;219,27;217,29;219,27;219,27;219,27;219,27;219,27;213,74;219,27;196,14;219,27;226,12;219,27;-;219,27;219,27;219,27
30.11.2023;09:00;09:15;237,13;228,44;237,05;237,13;237,22;237,01;237,06;230,25;236,38;184,26;237,22;202,25;237,01;-;237,01;235,65;237,93
30.11.2023;09:15;09:30;237,13;228,44;237,05;237,13;237,22;237,01;237,06;230,25;236,38;184,26;237,22;202,25;237,01;-;237,01;235,65;237,93
30.11.2023;09:30;09:45;237,13;228,44;237,05;237,13;237,22;237,01;237,06;230,25;236,38;184,26;237,22;202,25;237,01;-;237,01;235,65;237,93
30.11.2023;09:45;10:00;237,13;228,44;237,05;237,13;237,22;237,01;237,06;230,25;236,38;184,26;237,22;202,25;237,01;-;237,01;235,65;237,93
30.11.2023;10:00;10:15;222,5;214,27;222,32;222,5;224,12;222,13;222,4;216,05;222,22;167,31;224,12;190,58;223,24;-;222,13;218,76;227,53
30.11.2023;10:15;10:30;222,5;214,27;222,32;222,5;224,12;222,13;222,4;216,05;222,22;167,31;224,12;190,58;223,24;-;222,13;218,76;227,53
30.11.2023;10:30;10:45;222,5;214,27;222,32;222,5;224,12;222,13;222,4;216,05;222,22;167,31;224,12;190,58;223,24;-;222,13;218,76;227,53
30.11.2023;10:45;11:00;222,5;214,27;222,32;222,5;224,12;222,13;222,4;216,05;222,22;167,31;224,12;190,58;223,24;-;222,13;218,76;227,53
30.11.2023;11:00;11:15;223,34;216,05;223,14;223,34;225,01;222,96;223,22;223,34;223,03;176,48;225,01;186,98;224,08;-;222,96;219,52;228,4
30.11.2023;11:15;11:30;223,34;216,05;223,14;223,34;225,01;222,96;223,22;223,34;223,03;176,48;225,01;186,98;224,08;-;222,96;219,52;228,4
30.11.2023;11:30;11:45;223,34;216,05;223,14;223,34;225,01;222,96;223,22;223,34;223,03;176,48;225,01;186,98;224,08;-;222,96;219,52;228,4
30.11.2023;11:45;12:00;223,34;216,05;223,14;223,34;225,01;222,96;223,22;223,34;223,03;176,48;225,01;186,98;224,08;-;222,96;219,52;228,4
30.11.2023;12:00;12:15;195,21;192,36;195,1;195,21;196,17;195;195,15;195,21;195,06;177,15;196,17;180,07;195,65;-;195;193,02;198,1
30.11.2023;12:15;12:30;195,21;192,36;195,1;195,21;196,17;195;195,15;195,21;195,06;177,15;196,17;180,07;195,65;-;195;193,02;198,1
30.11.2023;12:30;12:45;195,21;192,36;195,1;195,21;196,17;195;195,15;195,21;195,06;177,15;196,17;180,07;195,65;-;195;193,02;198,1
30.11.2023;12:45;13:00;195,21;192,36;195,1;195,21;196,17;195;195,15;195,21;195,06;177,15;196,17;180,07;195,65;-;195;193,02;198,1
30.11.2023;13:00;13:15;189,81;188,19;189,72;189,81;190,58;189,63;189,76;189,81;189,66;182,25;190,58;178,25;190,07;-;189,63;187,88;192,21
30.11.2023;13:15;13:30;189,81;188,19;189,72;189,81;190,58;189,63;189,76;189,81;189,66;182,25;190,58;178,25;190,07;-;189,63;187,88;192,21
30.11.2023;13:30;13:45;189,81;188,19;189,72;189,81;190,58;189,63;189,76;189,81;189,66;182,25;190,58;178,25;190,07;-;189,63;187,88;192,21
30.11.2023;13:45;14:00;189,81;188,19;189,72;189,81;190,58;189,63;189,76;189,81;189,66;182,25;190,58;178,25;190,07;-;189,63;187,88;192,21
30.11.2023;14:00;14:15;195;193,79;195;195;195;195;195;195;195;193,21;195;183,51;195;-;195;195;195
30.11.2023;14:15;14:30;195;193,79;195;195;195;195;195;195;195;193,21;195;183,51;195;-;195;195;195
30.11.2023;14:30;14:45;195;193,79;195;195;195;195;195;195;195;193,21;195;183,51;195;-;195;195;195
30.11.2023;14:45;15:00;195;193,79;195;195;195;195;195;195;195;193,21;195;183,51;195;-;195;195;195
30.11.2023;15:00;15:15;195;193,21;195;195;195;195;195;189,35;195;180,11;195;195,85;195;-;195;195;195
30.11.2023;15:15;15:30;195;193,21;195;195;195;195;195;189,35;195;180,11;195;195,85;195;-;195;195;195
30.11.2023;15:30;15:45;195;193,21;195;195;195;195;195;189,35;195;180,11;195;195,85;195;-;195;195;195
30.11.2023;15:45;16:00;195;193,21;195;195;195;195;195;189,35;195;180,11;195;195,85;195;-;195;195;195
30.11.2023;16:00;16:15;226;222,88;226;226;226;226;226;226;226;191,37;226;226,35;226;-;226;226;226
30.11.2023;16:15;16:30;226;222,88;226;226;226;226;226;226;226;191,37;226;226,35;226;-;226;226;226
30.11.2023;16:30;16:45;226;222,88;226;226;226;226;226;226;226;191,37;226;226,35;226;-;226;226;226
30.11.2023;16:45;17:00;226;222,88;226;226;226;226;226;226;226;191,37;226;226,35;226;-;226;226;226
30.11.2023;17:00;17:15;261;254,2;260,97;261;261;260,95;261;259,86;258,4;184,55;259,86;268,8;259,85;-;258,4;258,63;259,51
30.11.2023;17:15;17:30;261;254,2;260,97;261;261;260,95;261;259,86;258,4;184,55;259,86;268,8;259,85;-;258,4;258,63;259,51
30.11.2023;17:30;17:45;261;254,2;260,97;261;261;260,95;261;259,86;258,4;184,55;259,86;268,8;259,85;-;258,4;258,63;259,51
30.11.2023;17:45;18:00;261;254,2;260,97;261;261;260,95;261;259,86;258,4;184,55;259,86;268,8;259,85;-;258,4;258,63;259,51
30.11.2023;18:00;18:15;249,34;238,63;249,34;249,34;249,34;249,34;249,41;241,43;225,3;181,99;241,43;254,08;233,88;-;225,3;227,15;233,56
30.11.2023;18:15;18:30;249,34;238,63;249,34;249,34;249,34;249,34;249,41;241,43;225,3;181,99;241,43;254,08;233,88;-;225,3;227,15;233,56
30.11.2023;18:30;18:45;249,34;238,63;249,34;249,34;249,34;249,34;249,41;241,43;225,3;181,99;241,43;254,08;233,88;-;225,3;227,15;233,56
30.11.2023;18:45;19:00;249,34;238,63;249,34;249,34;249,34;249,34;249,41;241,43;225,3;181,99;241,43;254,08;233,88;-;225,3;227,15;233,56
30.11.2023;19:00;19:15;194,49;193,45;196,93;194,49;194,49;197,4;196,66;188,85;187,39;173;189,83;215,02;193,92;-;190,4;190,4;195,06
30.11.2023;19:15;19:30;194,49;193,45;196,93;194,49;194,49;197,4;196,66;188,85;187,39;173;189,83;215,02;193,92;-;190,4;190,4;195,06
30.11.2023;19:30;19:45;194,49;193,45;196,93;194,49;194,49;197,4;196,66;188,85;187,39;173;189,83;215,02;193,92;-;190,4;190,4;195,06
30.11.2023;19:45;20:00;194,49;193,45;196,93;194,49;194,49;197,4;196,66;188,85;187,39;173;189,83;215,02;193,92;-;190,4;190,4;195,06
30.11.2023;20:00;20:15;153,93;154,32;153,9;153,93;153,93;153,82;153,93;149,72;153,64;154,72;153,93;161,78;154,25;-;146,36;152,07;155,88
30.11.2023;20:15;20:30;153,93;154,32;153,9;153,93;153,93;153,82;153,93;149,72;153,64;154,72;153,93;161,78;154,25;-;146,36;152,07;155,88
30.11.2023;20:30;20:45;153,93;154,32;153,9;153,93;153,93;153,82;153,93;149,72;153,64;154,72;153,93;161,78;154,25;-;146,36;152,07;155,88
30.11.2023;20:45;21:00;153,93;154,32;153,9;153,93;153,93;153,82;153,93;149,72;153,64;154,72;153,93;161,78;154,25;-;146,36;152,07;155,88
30.11.2023;21:00;21:15;132,72;132,84;132,69;132,71;132,72;132,66;132,71;128,61;132,66;133,05;132,72;137,9;132,85;-;132,66;132,02;133,4
30.11.2023;21:15;21:30;132,72;132,84;132,69;132,71;132,72;132,66;132,71;128,61;132,66;133,05;132,72;137,9;132,85;-;132,66;132,02;133,4
30.11.2023;21:30;21:45;132,72;132,84;132,69;132,71;132,72;132,66;132,71;128,61;132,66;133,05;132,72;137,9;132,85;-;132,66;132,02;133,4
30.11.2023;21:45;22:00;132,72;132,84;132,69;132,71;132,72;132,66;132,71;128,61;132,66;133,05;132,72;137,9;132,85;-;132,66;132,02;133,4
30.11.2023;22:00;22:15;124,72;124,77;124,61;124,47;124,47;124,49;124,67;120,86;124,5;125,88;124,47;128,86;125,17;-;124,49;122,25;127,1
30.11.2023;22:15;22:30;124,72;124,77;124,61;124,47;124,47;124,49;124,67;120,86;124,5;125,88;124,47;128,86;125,17;-;124,49;122,25;127,1
30.11.2023;22:30;22:45;124,72;124,77;124,61;124,47;124,47;124,49;124,67;120,86;124,5;125,88;124,47;128,86;125,17;-;124,49;122,25;127,1
30.11.2023;22:45;23:00;124,72;124,77;124,61;124,47;124,47;124,49;124,67;120,86;124,5;125,88;124,47;128,86;125,17;-;124,49;122,25;127,1
30.11.2023;23:00;23:15;113,79;113,9;113,66;113,56;113,56;113,51;113,72;110,27;113,55;115,09;113,56;118,08;114,34;-;115,61;110,82;117,01
30.11.2023;23:15;23:30;113,79;113,9;113,66;113,56;113,56;113,51;113,72;110,27;113,55;115,09;113,56;118,08;114,34;-;115,61;110,82;117,01
30.11.2023;23:30;23:45;113,79;113,9;113,66;113,56;113,56;113,51;113,72;110,27;113,55;115,09;113,56;118,08;114,34;-;115,61;110,82;117,01
30.11.2023;23:45;00:00;113,79;113,9;113,66;113,56;113,56;113,51;113,72;110,27;113,55;115,09;113,56;118,08;114,34;-;115,61;110,82;117,01
01.12.2023;00:00;00:15;106,91;106,43;106,91;106,59;106,59;106,91;106,91;103,5;106,91;106,91;106,59;105,96;106,91;-;106,91;106,91;106,91
01.12.2023;00:15;00:30;106,91;106,43;106,91;106,59;106,59;106,91;106,91;103,5;106,91;106,91;106,59;105,96;106,91;-;106,91;106,91;106,91
01.12.2023;00:30;00:45;106,91;106,43;106,91;106,59;106,59;106,91;106,91;103,5;106,91;106,91;106,59;105,96;106,91;-;106,91;106,91;106,91
01.12.2023;00:45;01:00;106,91;106,43;106,91;106,59;106,59;106,91;106,91;103,5;106,91;106,91;106,59;105,96;106,91;-;106,91;106,91;106,91
01.12.2023;01:00;01:15;102,63;102,71;102,63;102,52;102,52;102,63;102,63;99,55;102,63;107,47;102,52;102,09;102,63;-;102,63;102,63;102,63
01.12.2023;01:15;01:30;102,63;102,71;102,63;102,52;102,52;102,63;102,63;99,55;102,63;107,47;102,52;102,09;102,63;-;102,63;102,63;102,63
01.12.2023;01:30;01:45;102,63;102,71;102,63;102,52;102,52;102,63;102,63;99,55;102,63;107,47;102,52;102,09;102,63;-;102,63;102,63;102,63
01.12.2023;01:45;02:00;102,63;102,71;102,63;102,52;102,52;102,63;102,63;99,55;102,63;107,47;102,52;102,09;102,63;-;102,63;102,63;102,63
01.12.2023;02:00;02:15;99,1;99,94;99,1;99,1;99,1;99,1;99,1;96,23;99,1;110,91;99,1;99,43;99,1;-;99,1;99,1;99,1
01.12.2023;02:15;02:30;99,1;99,94;99,1;99,1;99,1;99,1;99,1;96,23;99,1;110,91;99,1;99,43;99,1;-;99,1;99,1;99,1
01.12.2023;02:30;02:45;99,1;99,94;99,1;99,1;99,1;99,1;99,1;96,23;99,1;110,91;99,1;99,43;99,1;-;99,1;99,1;99,1
01.12.2023;02:45;03:00;99,1;99,94;99,1;99,1;99,1;99,1;99,1;96,23;99,1;110,91;99,1;99,43;99,1;-;99,1;99,1;99,1
01.12.2023;03:00;03:15;95,88;97,02;95,88;95,88;95,88;95,88;95,89;93,1;95,5;109,68;95,88;97,78;95,9;-;95,88;95,88;97,29
01.12.2023;03:15;03:30;95,88;97,02;95,88;95,88;95,88;95,88;95,89;93,1;95,5;109,68;95,88;97,78;95,9;-;95,88;95,88;97,29
01.12.2023;03:30;03:45;95,88;97,02;95,88;95,88;95,88;95,88;95,89;93,1;95,5;109,68;95,88;97,78;95,9;-;95,88;95,88;97,29
01.12.2023;03:45;04:00;95,88;97,02;95,88;95,88;95,88;95,88;95,89;93,1;95,5;109,68;95,88;97,78;95,9;-;95,88;95,88;97,29
01.12.2023;04:00;04:15;96,07;96,69;96,07;96,07;96,07;96,07;96,07;93,28;95,99;103,3;96,07;98,58;96,07;-;96,07;96,07;96,39
01.12.2023;04:15;04:30;96,07;96,69;96,07;96,07;96,07;96,07;96,07;93,28;95,99;103,3;96,07;98,58;96,07;-;96,07;96,07;96,39
