Datum;Anfang;Ende;Deutschland/Luxemburg [€/MWh] Originalauflösungen;∅ Anrainer DE/LU [€/MWh] Originalauflösungen;Belgien [€/MWh] Originalauflösungen;Dänemark 1 [€/MWh] Originalauflösungen;Dänemark 2 [€/MWh] Originalauflösungen;Frankreich [€/MWh] Originalauflösungen;Niederlande [€/MWh] Originalauflösungen;Norwegen 2 [€/MWh] Originalauflösungen;Österreich [€/MWh] Originalauflösungen;Polen [€/MWh] Originalauflösungen;Schweden 4 [€/MWh] Originalauflösungen;Schweiz [€/MWh] Originalauflösungen;Tschechien [€/MWh] Originalauflösungen;DE/AT/LU [€/MWh] Originalauflösungen;Italien (Nord) [€/MWh] Originalauflösungen;Slowenien [€/MWh] Originalauflösungen;Ungarn [€/MWh] Originalauflösungen
08.03.2023;02:00;03:00;112,02;105,87;117,75;112,02;70,07;119,8;114,33;108,77;114,23;107,27;70,07;119,68;110,58;-;119,8;113,8;112,02
08.03.2023;03:00;04:00;111;106,22;111;111;83,32;111;111;107,78;111;111;83,32;117,02;111;-;111;111;111
08.03.2023;04:00;05:00;111;110,72;111;111;107,78;111;111;107,78;111;111;107,78;117,62;111;-;111;111;111
08.03.2023;05:00;06:00;118,23;118,01;118,23;118,23;118,23;118,23;118,23;114,57;118,23;118,23;114,57;123,08;118,23;-;118,23;118,23;118,23
08.03.2023;06:00;07:00;140,68;139,64;140,68;140,68;140,68;140,68;140,68;136,32;140,68;140,68;137,3;136,99;140,68;-;140,68;140,68;140,68
08.03.2023;07:00;08:00;158,53;157,85;158,53;158,53;158,53;158,53;158,53;153,61;158,53;158,53;158,53;156,02;158,53;-;158,53;158,53;158,53
08.03.2023;08:00;09:00;173,1;172,42;173,1;173,1;173,1;173,1;173,1;168,68;173,1;172,23;173,1;170,95;173,1;-;173,1;173,1;173,1
08.03.2023;09:00;10:00;163;162,61;162,99;163;163;162,98;162,99;158,27;162,96;163,08;163;163,42;163,04;-;162,98;162,77;163,29
08.03.2023;10:00;11:00;152,99;152,99;152,95;152,99;152,99;152,9;152,99;148,56;152,79;153,44;152,99;157,05;153,24;-;152,9;151,87;154,49
08.03.2023;11:00;12:00;144,17;144,21;144,19;144,17;144,17;144,22;144,18;139,99;143,98;144,18;144,17;149;144,1;-;144,22;144,22;144,81
08.03.2023;12:00;13:00;137,17;137,09;137,21;137,17;137,17;137,25;137,19;133,19;136,8;137,18;137,17;140,64;137,04;-;137,25;137,25;138,37
08.03.2023;13:00;14:00;135,93;135,2;135,93;135,1;135,1;135,93;135,08;131,44;135,93;135,1;135,1;138,09;134,35;-;135,93;135,93;134,35
08.03.2023;14:00;15:00;137,44;137,1;137,34;137,42;137,42;137,2;137,42;133,18;136,93;138,59;137,42;137,09;138,06;-;137,2;134,58;141,26
08.03.2023;15:00;16:00;141,09;140,57;141,03;141,08;141,08;140,94;141,08;136,72;140,81;141,79;141,08;139,23;141,47;-;140,94;139,38;143,2
08.03.2023;16:00;17:00;144,47;143,93;144,45;144,47;144,47;144,42;144,47;139,99;144,4;144,71;144,47;142,75;144,6;-;144,42;143,88;145,19
08.03.2023;17:00;18:00;153,01;152,46;153,01;153,01;153,01;153;153,01;148,27;152,99;153,08;153,01;151,59;153,05;-;153;152,84;153,22
08.03.2023;18:00;19:00;166,89;166,25;166,89;166,89;166,89;166,89;166,89;161,71;166,89;166,89;166,89;164,99;166,89;-;166,89;166,89;166,89
08.03.2023;19:00;20:00;170,02;169,32;170,02;170,02;170,02;170,02;170,02;164,75;170,02;170,02;170,02;167,57;170,02;-;176,01;170,02;170,02
08.03.2023;20:00;21:00;153,77;153,3;153,77;153,77;153,77;153,77;153,77;149;153,77;153,77;153,77;153,33;153,77;-;153,77;153,77;153,77
08.03.2023;21:00;22:00;134,64;136,32;134,7;134,64;134,64;135,02;134,39;130,46;137,27;149,55;134,64;136,85;137,33;-;139,78;138,19;139,75
08.03.2023;22:00;23:00;128,82;129,97;128,87;128,82;128,82;129,11;128,65;124,83;130,72;139,71;128,82;130,54;130,79;-;132,57;131,42;132,55
08.03.2023;23:00;00:00;119;119,01;119;119;119;119;119;115,31;119;119;119;122,75;119;-;122,35;119;119
09.03.2023;00:00;01:00;113,66;113,89;113,66;113,66;113,66;113,66;113,66;113,66;113,66;113,66;113,66;116,2;113,66;-;122,1;113,66;113,66
09.03.2023;01:00;02:00;111,39;112,29;111,39;111,39;111,39;111,39;111,39;111,39;111,39;119,88;111,39;112,82;111,39;-;112;111,39;111,39
09.03.2023;02:00;03:00;111,02;111,91;111,02;111,02;111,02;111,02;111,02;110,11;111,02;120,84;111,02;111,89;111,02;-;111,02;111,02;111,02
09.03.2023;03:00;04:00;109,38;110,2;109,38;109,38;109,38;109,38;109,38;108,92;109,38;120,81;109,38;107,43;109,38;-;109,38;109,38;109,38
09.03.2023;04:00;05:00;111,22;111,42;111,22;111,22;111,22;111,22;111,22;109,31;111,22;120,52;111,22;106,01;111,22;-;111,22;111,22;111,22
09.03.2023;05:00;06:00;113,02;113,5;113,02;113,02;113,02;113,02;113,02;112,05;113,02;118,72;113,02;113,52;113,02;-;122,81;113,02;113,02
09.03.2023;06:00;07:00;137,39;136,77;137,4;137,39;137,94;137,4;137,39;130,31;137,46;137,94;137,94;135,83;137,45;-;140,21;137,5;137,55
09.03.2023;07:00;08:00;150;151,92;150,03;150;158,09;150,19;149,88;145,65;151,31;158,09;158,09;148,36;151,43;-;152,77;151,93;152,7
09.03.2023;08:00;09:00;159,06;159,95;159,06;159,06;164,14;159,16;158,99;154,45;158,01;164,14;164,14;158,98;159,33;-;187,54;159,54;160,09
09.03.2023;09:00;10:00;150,93;151,72;150,91;150,93;154,64;150,8;150,95;146,55;150,93;156,01;154,64;150,62;151,96;-;192,83;148,27;154,66
09.03.2023;10:00;11:00;142,36;142,06;142,22;142,36;142,36;142,02;142,34;138,24;141,57;144,58;142,36;141,44;143,17;-;154,37;138,16;145,88
09.03.2023;11:00;12:00;131,81;132,09;131,72;131,81;131,81;131,49;131,8;127,99;131,14;133,65;131,81;137,01;132,72;-;139,5;127,6;136,24
09.03.2023;12:00;13:00;122;122,3;121,92;122;122;121,74;122;118,46;121,47;123,45;122;127,51;122,71;-;125,86;118,68;125,49
09.03.2023;13:00;14:00;116,45;116,59;116,35;116,45;116,45;116,21;116,44;113,07;115,96;117,79;116,45;120,18;117,11;-;121,8;113,39;119,68
09.03.2023;14:00;15:00;116,19;116,58;116,05;116,19;116,19;115,87;116,16;112,82;116;117,79;116,19;122,16;117,01;-;128,94;112,43;119,95
09.03.2023;15:00;16:00;116,72;120,98;116,85;116,72;116,72;117,3;116,35;113,1;122,25;147,23;116,72;125,09;122,5;-;139,5;120,82;129,51
09.03.2023;16:00;17:00;118,36;125,35;118,5;118,36;118,36;119,11;118;114,69;126,5;164,75;118,36;136,82;125,37;-;149,3;127,67;133,9
09.03.2023;17:00;18:00;135,85;139,81;134,84;135,85;135,85;134,7;135,4;127,98;141,53;171,41;135,85;143,4;141,13;-;159,95;142,2;147,58
09.03.2023;18:00;19:00;147,22;148,99;147,22;147,22;147,22;147,58;146,92;127,99;149,95;171,12;147,22;156,01;150,46;-;185,99;151,86;154,28
09.03.2023;19:00;20:00;145,04;149,17;145,01;145,04;145,04;145,45;144,65;140,55;147,64;174,53;145,04;158,93;149;-;206,01;149,98;153,97
09.03.2023;20:00;21:00;135,1;140,12;134,71;135,1;135,1;135,1;134,56;130,91;140,6;174,35;135,1;145,02;140,74;-;166,59;143,26;147,2
09.03.2023;21:00;22:00;125,09;127,65;125,12;125,09;125,09;125,43;124,84;121,21;128,19;145,08;125,09;131,05;128;-;140,21;129,7;131,21
09.03.2023;22:00;23:00;123,82;123,14;123,82;123,82;123,82;123,82;123,82;117,81;123,82;123,82;123,82;122,37;123,82;-;130,65;123,82;123,82
09.03.2023;23:00;00:00;109,7;109,96;109,7;109,7;109,7;109,7;109,7;108,94;109,7;109,7;109,7;113,32;109,7;-;122,1;109,7;109,7
10.03.2023;00:00;01:00;102,89;105,12;102,89;102,89;102,89;102,89;102,89;102,89;102,89;122,74;102,89;107,57;102,89;-;102,89;102,89;102,89
10.03.2023;01:00;02:00;100,68;102,99;100,68;100,68;100,68;100,68;100,68;100,68;100,68;120,68;100,68;106,09;100,68;-;100,68;100,68;100,68
10.03.2023;02:00;03:00;99,06;101,47;99,06;99,06;99,06;99,06;99,06;99,06;99,06;121,54;99,06;103,1;99,06;-;99,06;99,06;99,06
10.03.2023;03:00;04:00;98,84;101,21;98,84;98,84;98,84;98,84;98,84;98,84;98,84;121,68;98,84;102,07;98,84;-;98,84;98,84;98,84
10.03.2023;04:00;05:00;99,09;101,32;99,09;99,09;99,09;99,09;99,09;99,09;99,09;120,39;99,09;102,27;99,09;-;99,09;99,09;99,09
10.03.2023;05:00;06:00;105;106,99;105;105;105;105;105;105;105;121,71;105;110,18;105;-;112,92;105;105
10.03.2023;06:00;07:00;119,81;120,84;119,81;119,81;119,81;119,81;119,81;113,85;119,81;135,54;119,81;121,41;119,81;-;129,5;119,81;119,81
10.03.2023;07:00;08:00;136,91;137,21;136,93;136,91;136,91;136,97;136,9;132,67;137,13;144,77;136,91;136,03;137,21;-;139,79;137,6;137,6
10.03.2023;08:00;09:00;140,91;140,52;140,91;140,91;140,91;140,91;140,91;136,54;140,91;140,91;140,91;140,94;140,91;-;169,94;140,91;140,91
10.03.2023;09:00;10:00;136,61;136,14;136,61;136,61;136,61;136,61;136,61;132,65;136,61;136,61;136,61;135,4;136,61;-;167,4;136,61;136,61
10.03.2023;10:00;11:00;131,89;131,56;131,89;131,89;131,89;131,89;131,89;128,06;131,89;131,89;131,89;132,12;131,89;-;134,03;131,89;131,89
10.03.2023;11:00;12:00;125,1;125,08;125,1;125,1;125,1;125,1;125,1;121,22;125,1;125,1;125,1;128,79;125,1;-;129,86;125,1;125,1
10.03.2023;12:00;13:00;116,42;115,99;116,39;116,42;116,42;116,34;116,41;112,93;116,24;116,87;116,42;114,81;116,59;-;116,34;115,5;117,36
10.03.2023;13:00;14:00;112,84;112,53;112,75;112,84;112,84;112,64;112,83;109,91;112,38;114,04;112,84;111,46;113,31;-;112,64;110,44;115,31
10.03.2023;14:00;15:00;114,91;116,22;114,87;114,91;114,91;114,95;114,72;111,35;116,22;128,17;114,91;115,83;117,58;-;116,22;114,33;122,15
10.03.2023;15:00;16:00;112,62;116,71;112,76;112,62;112,62;113,29;112,22;109,35;117,54;143,21;112,62;119,57;118,06;-;128,46;117,81;124,31
10.03.2023;16:00;17:00;110,1;117;110,17;110,1;110,1;111,04;109,49;110,1;117,69;160,14;110,1;121,18;116,88;-;132,26;121,32;125,37
10.03.2023;17:00;18:00;129,34;132,97;129,5;129,34;129,34;130,15;128,95;121,92;133,92;166,5;129,34;129,82;133,92;-;135,92;135,64;141,1
10.03.2023;18:00;19:00;135,48;139,4;135,67;135,48;135,48;136,41;135,01;130,69;140,92;168,77;135,48;137,84;141,68;-;164,99;143,1;146,92
10.03.2023;19:00;20:00;133,92;138,57;138,69;133,92;133,92;137,61;128,97;124,84;140,81;168,71;133,92;141,02;141,91;-;188,71;142,77;147,22
10.03.2023;20:00;21:00;115,41;122,14;127,44;115,41;115,41;125,57;110;110,12;117,66;156,85;115,41;135,22;114,42;-;148,72;115,92;117,28
10.03.2023;21:00;22:00;108,96;117,76;128;108,96;108,96;122,26;108,96;107,3;111,22;147,52;108,96;133,21;109,98;-;128,98;105,17;116,3
10.03.2023;22:00;23:00;100,35;111,89;121,6;100,35;99,99;129,5;110;99,99;108,09;140,77;99,99;126,98;93,56;-;129,5;103,77;102,5
10.03.2023;23:00;00:00;87,59;102,66;120,24;87,59;85,49;129,5;102;93,96;96,5;131,7;85,49;120,1;76,69;-;129,5;93,02;85,9
11.03.2023;00:00;01:00;70,22;97,34;127,56;70,22;70,22;131,86;109,36;92,25;85,52;121,76;70,22;132,5;59,22;-;131,86;82,35;70,13
11.03.2023;01:00;02:00;71,11;96,98;124,4;71,11;71,11;127,4;108;90,75;82,12;121,46;71,11;130,87;68,42;-;127,4;82,51;74,67
11.03.2023;02:00;03:00;73,08;96,68;124,08;73,08;73,08;126,07;107;90,28;83,35;112,2;73,08;129,87;71,44;-;126,07;83,95;76,91
11.03.2023;03:00;04:00;82,42;95,39;107,98;82,42;80,44;100,7;109,02;90,04;87,2;105,49;80,44;123,63;81,93;-;119,5;88,59;83,53
11.03.2023;04:00;05:00;87,87;98,5;112,44;87,87;85,76;110;109;92,09;93,55;102,08;85,76;119,56;85,34;-;110;92,63;88,72
11.03.2023;05:00;06:00;96,18;104,12;117,15;96,18;96,18;114,64;114,97;97,85;100,77;98,23;96,18;118,99;94,23;-;114,64;100,2;97
11.03.2023;06:00;07:00;104,24;116,83;142,9;104,24;104,24;130,03;146,1;104,24;110,76;104,24;104,24;127,91;106,18;-;130,03;110,95;108,22
11.03.2023;07:00;08:00;110,09;121,5;145,42;110,09;110,09;130,94;145,35;110,09;115,75;111,1;110,09;134,99;112,55;-;130,94;115,88;113,96
11.03.2023;08:00;09:00;114,01;119,47;132,6;114,01;111,27;137;119,99;110,88;117;110,33;111,27;138,36;111,49;-;137;117,74;114,27
11.03.2023;09:00;10:00;106,37;112,41;126,64;106,37;106,37;133,6;110,44;106,37;104,03;98,27;106,37;139,07;98,97;-;133,6;104,15;99,51
11.03.2023;10:00;11:00;93,81;105,15;119,35;93,81;93,81;128,5;99,17;95,52;103,6;106,8;93,81;133,5;88,79;-;128,5;97,1;91,66
11.03.2023;11:00;12:00;81,95;93,75;104,43;81,95;81,95;111,9;87,1;89,27;87,84;96,12;81,95;128,75;79,96;-;115,26;85,71;84,58
11.03.2023;12:00;13:00;78,66;90,08;102,99;78,66;78,66;105,13;78,66;84,91;83,94;96,12;78,66;125,56;77,62;-;105,13;83,85;80,33
11.03.2023;13:00;14:00;60;76,44;85,54;60;60;88,22;60;83,63;75,1;95,21;60;120,9;52,26;-;88,22;57,19;52,25
11.03.2023;14:00;15:00;60,38;80,74;105,84;60,38;60,96;110;60,38;84,58;79,98;94,8;60,96;118,62;51,64;-;110;61,53;53,73
11.03.2023;15:00;16:00;82,63;88,51;91,24;81,23;80,65;94,12;85,95;89,76;84,71;95,21;80,65;112,13;78,01;-;94,12;83,4;80,56
11.03.2023;16:00;17:00;101,24;104,5;109,19;98,02;98,02;105,95;108,1;98,02;102,52;102,46;98,02;127,36;101,85;-;111;102,59;102,16
11.03.2023;17:00;18:00;130,02;121,79;130,05;106,45;106,45;130,09;130,02;106,45;130,43;128,05;106,45;134,95;130,35;-;131,86;130,63;130,99
11.03.2023;18:00;19:00;145;132,7;145,16;114,53;114,53;145,4;144,95;111,21;147,27;133,85;114,53;141,47;146,83;-;197;148,42;150,43
11.03.2023;19:00;20:00;136,63;140;175,5;110,43;110,43;159,24;195,18;110,43;144,98;133,83;110,43;148,05;141,53;-;215;145,02;142,85
11.03.2023;20:00;21:00;131,58;123,31;131,6;106,03;106,03;131,68;131,54;106,03;132,42;127,78;106,03;144,64;132,6;-;197;132,49;132,42
11.03.2023;21:00;22:00;119,96;115,03;119,96;103,42;103,42;119,96;119,96;103,42;119,96;119,96;103,42;131,94;119,96;-;168,78;119,96;119,96
11.03.2023;22:00;23:00;120,56;116,28;128,8;101,19;101,19;131,8;124,08;101,19;123,2;116,85;101,19;131,85;117,74;-;136,9;122,49;119,97
11.03.2023;23:00;00:00;108,51;108,41;124,39;97,04;89,9;130,17;115,3;99,93;113,66;101,49;89,9;127,6;103,16;-;130,17;112,3;107,46
12.03.2023;00:00;01:00;121,01;107,5;121,25;107,2;64,83;121,67;120,88;104,09;125,39;100,75;64,83;125,01;126,6;-;141,25;125,64;125,06
12.03.2023;01:00;02:00;101,18;94,29;101,4;101,05;59,94;101,78;101,05;100,28;105,09;82,04;59,94;118,08;106,49;-;135;105,34;104,85
12.03.2023;02:00;03:00;101,18;92,34;101,39;100,97;57,76;101,73;101;98,05;104,08;77,78;57,76;109,98;105,19;-;134,7;102,34;101,5
12.03.2023;03:00;04:00;90,43;85,75;90,66;90,43;56,43;91,05;90,3;93,13;94,48;71,52;56,43;113,14;95,64;-;130,01;94,89;94,68
12.03.2023;04:00;05:00;91,81;86,13;92,06;91,81;57,06;92,48;91,7;91,84;96,16;71,5;57,06;108,37;97,41;-;126;96,6;96,39
12.03.2023;05:00;06:00;92,08;86,43;92,29;92,08;57;92,66;91,98;92,08;95,84;74,51;57;108,36;96,92;-;129;96,22;96,04
12.03.2023;06:00;07:00;90,81;86,52;90,94;90,81;59,08;91,41;90,55;92,01;95,44;68,37;59,08;117,23;96,85;-;137,36;95,93;95,68
12.03.2023;07:00;08:00;89,05;85,63;89,12;89,05;65,07;89,64;88,78;91,71;93,81;66,04;65,07;108,37;95,22;-;113,55;94,3;93,99
12.03.2023;08:00;09:00;90,27;89,47;90,3;90,27;81,76;90,38;90,22;92,97;91,12;81,76;81,76;102,05;91,54;-;91,08;91,08;90,73
12.03.2023;09:00;10:00;93,98;90,74;93,78;93,98;81,72;93,8;93,71;94,79;96,51;78,53;78,53;103;89,75;-;93,8;87,78;85,97
12.03.2023;10:00;11:00;92;87,83;91,87;92;92;91,68;91,98;94,56;90,05;66,18;66,18;99,26;90,33;-;91,68;88,93;87,38
12.03.2023;11:00;12:00;87,79;84,4;87,66;87,79;87,79;87,51;87,79;90,6;86,17;66,11;66,11;94,38;86,44;-;87,51;85,24;83,98
12.03.2023;12:00;13:00;80,4;79,56;79,6;80,4;80,4;79,36;79,73;85,62;82,9;66,12;66,12;95,04;79,83;-;79,36;79,36;78,56
12.03.2023;13:00;14:00;68,96;71,04;68,84;68,96;68,96;68,83;68,96;84,11;69,23;67,31;67,31;80,02;68,89;-;68,83;68,83;68,73
12.03.2023;14:00;15:00;70;71,96;70;70;70;70;70;81,56;70;70,4;70;79,59;70;-;70;70;70
12.03.2023;15:00;16:00;74,9;78,21;74,9;74,9;74,9;74,9;74,9;83,01;74,9;91,01;74,9;87,04;74,9;-;74,9;74,9;74,9
12.03.2023;16:00;17:00;85,05;92,04;85,05;85,05;85,05;85,05;85,05;89,34;85,05;125,22;85,05;117,43;85,05;-;85,05;85,05;85,05
12.03.2023;17:00;18:00;100,91;107,11;100,79;100,91;100,91;100,79;100,95;100,91;105,09;135,51;100,91;128,46;102,98;-;138,49;105,08;105,09
12.03.2023;18:00;19:00;119,85;123,26;120,06;119,85;119,85;120,31;120,05;109,46;130,75;135,83;116,98;138,29;124,43;-;166,33;129,23;130,75
12.03.2023;19:00;20:00;141,04;131,87;141,04;117,69;117,69;141,04;141,04;111,21;141,04;141,04;117,69;140;141,04;-;203;141,04;141,04
12.03.2023;20:00;21:00;129,97;121,38;129,97;105,85;105,85;129,97;129,97;105,85;129,97;129,97;105,85;132;129,97;-;184,5;129,97;129,97
12.03.2023;21:00;22:00;104,69;107,06;104,69;101,44;101,44;105,06;104,31;101,44;107,46;120,73;101,44;122,22;107,44;-;178,49;108,54;110,28
12.03.2023;22:00;23:00;94,87;100,11;94,93;94,87;92,59;94,98;94,9;94,87;95,95;127,44;92,59;122;96,07;-;147,88;95,89;96
12.03.2023;23:00;00:00;80,55;88,76;81,4;80,55;65,02;82,2;80,78;86,17;88,46;127,79;65,02;123,22;95,75;-;140;89,46;90,09
13.03.2023;00:00;01:00;45,99;68,54;46,71;45,99;49,84;47,72;46,36;79,13;90,06;108,98;49,84;120,32;69;-;126,77;78,33;79,99
13.03.2023;01:00;02:00;37,09;57,83;37,46;37,09;39,15;38,1;37,33;74,97;71,05;100,75;39,15;108,67;52,45;-;108,7;61,88;62,72
13.03.2023;02:00;03:00;33,36;49,71;33,43;33,36;34,57;33,6;33,4;69,96;37,19;94,21;34,57;106,25;36,26;-;106,3;36,36;36,59
13.03.2023;03:00;04:00;16,89;43,53;17,32;16,89;30,46;18,64;16,89;59,97;47,34;94,02;30,46;107,65;39,23;-;126;44,15;46,03
13.03.2023;04:00;05:00;7,51;48,3;9,04;7,51;33,7;12,95;7,51;59,99;86,6;98,29;33,7;108,87;73,15;-;108,9;80,23;84,11
13.03.2023;05:00;06:00;16,89;65,15;19,76;16,89;34,18;27,03;16,89;71,94;132,73;110,34;34,18;121,91;130,79;-;132,98;131,39;135,95
13.03.2023;06:00;07:00;38,49;80,24;38,49;38,49;38,49;53,36;38,49;84,35;139,94;127,79;38,49;134,79;150;-;153,75;153,75;153,75
13.03.2023;07:00;08:00;77,71;102,82;77,71;77,71;77,71;91,72;77,71;86,67;141,56;127,43;77,71;141,43;153,65;-;154,95;154,95;154,95
13.03.2023;08:00;09:00;79,81;105,24;94,43;79,81;79,81;95,11;94,43;91,15;136,91;127,87;79,81;141,42;136,91;-;154,99;139,01;139,01
13.03.2023;09:00;10:00;42,46;85,71;59,09;42,46;42,46;59,09;89,97;91,5;130,43;123,02;42,46;131,91;130,43;-;151,82;124,02;147,32
13.03.2023;10:00;11:00;30,51;68,89;43,01;30,51;31,26;42,65;64,8;89,95;100,07;108,67;31,26;120,6;95;-;152,33;96,3;112,1
13.03.2023;11:00;12:00;22,32;62,42;25,42;22,32;30,86;29,59;23,33;90,33;88,87;112,18;30,86;120,84;112,06;-;149,99;87,53;117,77
13.03.2023;12:00;13:00;2,07;52,65;4,78;2,07;33,28;9,63;1,06;90,44;85,03;106,94;33,28;120,51;92,08;-;127,5;84,83;107,57
13.03.2023;13:00;14:00;-0,02;54,47;3,03;-0,02;33,8;8,35;-0,98;90,22;100,07;110,47;33,8;120,39;100,07;-;130,16;98,38;122,57
13.03.2023;14:00;15:00;-0,03;54,87;3,37;-0,03;32,59;9,31;-0,46;89,64;109,41;109,5;32,59;121,52;96,18;-;140,39;115,1;116,88
13.03.2023;15:00;16:00;0,26;57,1;0,9;0,26;31,58;10,08;0,26;88,61;115,68;111,86;31,58;121,61;115,68;-;143,09;125,37;125,37
13.03.2023;16:00;17:00;9,03;64,5;9,03;9,03;31,66;13,5;9,03;88,02;136,98;111,62;31,66;131,99;136,98;-;151,82;148,43;149,13
13.03.2023;17:00;18:00;53,37;86,12;55,16;53,37;47,38;58,42;54,99;86,47;142,44;127,85;47,38;138,91;135;-;155,9;138,36;149,95
13.03.2023;18:00;19:00;88,59;100,22;91,43;88,59;52,48;94,2;91,43;91,24;137,72;122,88;52,48;135,01;145;-;220;140,6;151,23
13.03.2023;19:00;20:00;95;102,43;98,98;91,38;48,87;102,16;100;94,11;129,3;123,99;48,87;131,47;157,63;-;234,99;140,12;154,18
13.03.2023;20:00;21:00;82,33;89,59;83,53;78,96;43,84;84,95;83,53;88,9;119,97;127,43;43,84;122,25;108,27;-;184,5;117,92;123,24
13.03.2023;21:00;22:00;52,94;73,75;58,94;52,94;42,18;57,92;72,08;86,11;85,03;108,97;42,18;129,85;75,07;-;154,8;80,61;82,58
13.03.2023;22:00;23:00;35,45;54,74;35,45;35,45;34,6;35,45;35,45;86,49;35,45;112,26;34,6;121,45;35,45;-;151,82;35,45;35,45
13.03.2023;23:00;00:00;23,32;44,01;23,32;23,32;23,32;23,32;23,32;81,57;23,32;99,91;23,32;116,11;23,32;-;143,32;23,32;23,32
14.03.2023;00:00;01:00;9,57;31,83;9,57;9,57;9,57;9,57;9,57;79,03;9,57;74,56;9,57;120,01;9,57;-;135,68;9,57;9,57
14.03.2023;01:00;02:00;4,46;28,09;4,51;4,46;4,57;4,55;4,48;81,63;4,84;74,47;4,57;115,65;5,31;-;113,54;4,9;4,97
14.03.2023;02:00;03:00;4;27,37;4,09;4;4,2;4,16;4,04;80,48;4,69;74,43;4,2;111,27;5,56;-;102;4,82;4,94
14.03.2023;03:00;04:00;1,84;25,87;2,13;1,95;2,48;2,36;1,95;76,11;4,04;74,51;2,48;109,73;6,78;-;99,5;4,43;4,82
14.03.2023;04:00;05:00;3,5;28,15;3,87;3,64;4,58;4,16;3,64;74,15;6,95;83,19;4,58;110,9;10,02;-;111;7,32;7,86
14.03.2023;05:00;06:00;9,03;46,49;10,69;9,8;26,98;12,85;9,8;75,13;67,04;95,06;26,98;120,48;56,59;-;130;59,79;65,11
14.03.2023;06:00;07:00;42,6;76,34;45,63;42,6;42,6;50,17;42,93;84,97;125,58;105,75;42,6;124,54;132,42;-;149,03;125,58;133,62
14.03.2023;07:00;08:00;90,42;101,85;94,36;90,42;69,47;94,36;94,36;93,12;136,99;105,96;69,47;134,34;137,5;-;149,03;136,99;139,12
14.03.2023;08:00;09:00;94,84;107,39;100,11;94,84;92,57;100,11;100,11;96,41;129,3;105,92;92,57;140;129,3;-;188,16;129,3;129,3
14.03.2023;09:00;10:00;83,37;96,45;93,81;83,37;81,36;90,38;108,86;91,54;100;89,86;81,36;140,43;100;-;171,64;100;101,17
14.03.2023;10:00;11:00;73,78;83,63;77,2;73,78;73,78;75,92;82,83;89,77;78,45;76,69;73,78;140,94;76,79;-;156,95;75,74;80,28
14.03.2023;11:00;12:00;60,94;70,68;60,96;60,94;60,94;60,98;60,95;88,21;60,8;60,94;60,94;140,92;60,85;-;151,44;61,36;61,02
14.03.2023;12:00;13:00;53,26;65,76;46,69;53,26;53,26;48,06;46,48;87,68;95,1;53,26;53,26;131,88;54,45;-;141,18;79,75;55,57
14.03.2023;13:00;14:00;61,07;71,28;56,18;59,6;59,6;56,44;56,42;87,09;90,04;62,97;59,6;131,94;64,24;-;141,06;66,46;69,18
14.03.2023;14:00;15:00;65,45;78,82;65,68;65,45;65,45;66,39;65,51;87,11;90,03;75,79;65,45;139,99;80,21;-;144,99;85,98;89,58
14.03.2023;15:00;16:00;59,82;79,62;60,9;59,82;59,82;62,88;59,82;88,09;95,26;96,86;59,82;139,97;92,53;-;147,99;94,84;98,93
14.03.2023;16:00;17:00;78,83;98,15;80,46;78,83;78,83;83,29;78,83;91,62;128,5;111,91;78,83;140,05;128,5;-;153,23;128,5;130,81
14.03.2023;17:00;18:00;122,85;121,9;134;99,91;99,91;130,03;131,55;99,91;139,17;126,21;99,91;140,18;140,09;-;153,23;138,84;140,51
14.03.2023;18:00;19:00;144,86;133,12;157;104,06;104,06;152,51;162;104,06;149,96;132,1;104,06;145,02;149,52;-;156,95;150,26;149,53
14.03.2023;19:00;20:00;152,21;150,07;204,8;104,04;104,04;200,41;203;104,04;166,43;150,57;104,04;150,69;158,68;-;200,41;165,63;161,11
14.03.2023;20:00;21:00;140,93;137,92;160,35;99,25;99,25;179,84;199,45;102,22;151,97;132,1;99,25;148,11;145,3;-;179,84;150,79;146,51
14.03.2023;21:00;22:00;129,72;122,7;179,63;99,06;63,79;157,77;151,2;102,01;136,95;121,17;63,79;141,43;132,91;-;157,77;136,5;133,53
14.03.2023;22:00;23:00;122,84;114,74;158,8;99,07;54,34;152,34;133,5;102,03;130,1;116,39;54,34;135,09;126,12;-;152,34;129,75;126,77
14.03.2023;23:00;00:00;105,32;109,36;154,6;98,25;50,58;143,96;144,6;101,18;116,32;106,8;50,58;125,51;110,59;-;143,96;116,19;112,85
15.03.2023;00:00;01:00;105,64;107,67;132,03;105,42;59,83;133,86;155,8;102,36;112;103,14;59,83;114,56;105,51;-;133,86;112,13;108,4
15.03.2023;01:00;02:00;105,8;100,56;119,25;104,32;56,95;124,69;114,2;101,29;109,76;102,82;56,95;110,14;105,75;-;124,69;110,15;107,64
15.03.2023;02:00;03:00;103,97;99,34;119,45;100,74;56,94;122,65;115,9;100,74;107,92;102,24;56,94;105,13;104,09;-;122,65;108,24;105,89
15.03.2023;03:00;04:00;105,23;98,18;116,33;104,17;56,97;120,51;108,21;101,15;106,89;101,55;56,97;104,56;102,67;-;120,51;120,51;100,24
15.03.2023;04:00;05:00;105,67;98,37;116,48;104,62;54,97;120,67;108,54;101,59;107,21;101,68;54,97;108,56;102,78;-;120,67;120,67;100,51
