Datum;Anfang;Ende;Deutschland/Luxemburg [€/MWh] Originalauflösungen;∅ Anrainer DE/LU [€/MWh] Originalauflösungen;Belgien [€/MWh] Originalauflösungen;Dänemark 1 [€/MWh] Originalauflösungen;Dänemark 2 [€/MWh] Originalauflösungen;Frankreich [€/MWh] Originalauflösungen;Niederlande [€/MWh] Originalauflösungen;Norwegen 2 [€/MWh] Originalauflösungen;Österreich [€/MWh] Originalauflösungen;Polen [€/MWh] Originalauflösungen;Schweden 4 [€/MWh] Originalauflösungen;Schweiz [€/MWh] Originalauflösungen;Tschechien [€/MWh] Originalauflösungen;DE/AT/LU [€/MWh] Originalauflösungen;Italien (Nord) [€/MWh] Originalauflösungen;Slowenien [€/MWh] Originalauflösungen;Ungarn [€/MWh] Originalauflösungen
15.03.2023;05:00;06:00;121,43;107,77;128,77;108,07;57,23;131,81;123,45;104,94;121,68;116,97;57,23;117,39;117,96;-;139,69;139,69;113,97
15.03.2023;06:00;07:00;143,47;131,73;143,92;116,23;112,86;144,52;143,6;112,86;143,06;137,2;112,86;139,83;142,06;-;155,34;155,34;138,6
15.03.2023;07:00;08:00;160;156,04;180,42;140,4;136,33;173,02;200;136,33;160;139,73;136,33;153,87;160;-;173,02;167,82;158,74
15.03.2023;08:00;09:00;159,58;162,5;188,4;148,68;148,68;185,31;219;148,68;147,92;147,69;148,68;160,61;143,85;-;185,31;153,71;147,44
15.03.2023;09:00;10:00;129,99;133,16;178,95;111,63;111,63;166,39;145,93;111,63;126,58;123,25;111,63;155,83;121,32;-;166,39;130,61;124,81
15.03.2023;10:00;11:00;114,15;118,79;149,84;103,27;103,27;155,34;110,7;103,27;119,19;105,04;103,27;145,66;107,89;-;155,34;155,34;100,91
15.03.2023;11:00;12:00;97;101,16;121,76;95,94;60,06;144,63;77,94;98,42;109,43;101,36;60,06;139,1;104,01;-;144,63;109,81;106,33
15.03.2023;12:00;13:00;90,85;95,52;131,28;90,85;53,13;137,74;74,9;93,95;99,94;94,73;53,13;123,92;97,15;-;137,74;102,62;99,21
15.03.2023;13:00;14:00;90,84;90,23;107,18;90,84;50,77;122,05;62,71;93,75;99,28;98,07;50,77;121,18;95,89;-;137,28;99,84;97,96
15.03.2023;14:00;15:00;96,25;94,01;108,05;93,41;60,02;118,78;74,9;96,01;102;98,56;60,02;122,77;99,61;-;142,78;102,24;100,68
15.03.2023;15:00;16:00;102,83;106,83;131,76;94,5;91,65;119,69;100,1;97,32;107,36;104,35;91,65;131,48;105,28;-;144,63;107,49;106,19
15.03.2023;16:00;17:00;116,99;118,21;144,5;101,05;101,05;132,52;114,51;101,05;122;124,05;101,05;138,19;120,35;-;154,28;122,64;122
15.03.2023;17:00;18:00;150,8;135,43;150,8;111,3;108,07;150,8;150,8;108,07;150,8;150,8;108,07;149,43;150,8;-;158,43;150,8;150,8
15.03.2023;18:00;19:00;182,3;154,61;182,3;114,55;111,23;182,3;182,3;111,23;182,3;182,3;111,23;158,63;182,3;-;207,56;182,3;182,3
15.03.2023;19:00;20:00;199,28;163,58;200;112,81;109,53;199,72;199,11;109,53;199,16;199,3;109,53;161,42;199,31;-;215;199,32;199,3
15.03.2023;20:00;21:00;168,98;146,47;180;109,69;105,26;175,25;165,34;106,51;170,55;169,6;105,26;153,83;169,89;-;175,25;170,69;170,22
15.03.2023;21:00;22:00;147,36;132,93;147,36;110,62;105,06;147,36;147,36;107,41;147,36;147,36;105,06;149,92;147,36;-;154,28;147,36;147,36
15.03.2023;22:00;23:00;139,35;124,14;139,35;111,91;81,67;139,35;139,35;108,66;139,35;139,35;81,67;145,48;139,35;-;149,99;139,35;139,35
15.03.2023;23:00;00:00;127,63;115,42;127,63;112,29;72,91;127,63;127,63;109,03;127,63;127,63;72,91;136,67;127,63;-;144,03;127,63;127,63
16.03.2023;00:00;01:00;117,39;99,98;117,39;107,48;32,98;117,39;117,39;104,37;117,39;117,39;32,98;117,68;117,39;-;131,52;117,39;117,39
16.03.2023;01:00;02:00;107,61;94,96;107,58;107,61;34,96;107,59;107,2;103,77;107,6;116,88;34,96;108,84;107,61;-;129,64;107,6;107,6
16.03.2023;02:00;03:00;103,8;97,76;103,8;103,8;65,07;103,8;103,8;100,15;103,8;116,85;65,07;105,4;103,8;-;126,59;103,8;103,8
16.03.2023;03:00;04:00;100;97,93;100;100;80,07;100;100;97,33;100;116,86;80,07;102,91;100;-;126,1;100;100
16.03.2023;04:00;05:00;98,07;99,61;98,07;98,07;95,72;98,07;98,07;95,79;98,07;116,97;95,72;103,13;98,07;-;126,81;98,07;98,07
16.03.2023;05:00;06:00;103,86;105,23;103,8;103,86;103,86;103,82;103,6;100,28;103,85;117,91;101,37;111,36;103,86;-;130,31;103,85;103,86
16.03.2023;06:00;07:00;130,32;127,2;129,09;130,32;130,32;129,57;110,57;108,37;130,08;130,31;130,31;140,04;130,21;-;148,23;130,08;130,16
16.03.2023;07:00;08:00;142,35;142,45;142,35;142,35;142,35;142,35;142,35;136,31;142,35;142,35;142,35;149,48;142,35;-;168,02;142,35;142,35
16.03.2023;08:00;09:00;138,03;138,66;138,03;138,03;138,03;138,03;138,03;133,75;138,03;138,03;138,03;149,23;138,03;-;195;138,03;138,03
16.03.2023;09:00;10:00;117,12;117,79;117,12;117,12;117,12;117,12;117,12;112,49;117,12;117,12;117,12;129,15;117,12;-;151,24;117,12;117,12
16.03.2023;10:00;11:00;103,2;104,42;103,2;103,2;103,2;103,2;103,2;100,93;103,2;103,2;103,2;118,91;103,2;-;141,38;103,2;103,2
16.03.2023;11:00;12:00;91,51;94,43;91,52;91,51;91,51;91,54;91,51;93,78;91,73;93,44;91,51;119,01;91,69;-;136,27;91,83;91,98
16.03.2023;12:00;13:00;85,4;88,98;85,47;85,4;85,4;85,57;85,41;88,54;86,57;95,78;85,4;108,87;86,37;-;122,68;87,11;87,9
16.03.2023;13:00;14:00;78,49;84,52;78,66;78,49;78,49;78,93;78,51;81,53;81,54;105,17;78,49;108,86;81;-;125,48;82,94;84,99
16.03.2023;14:00;15:00;80,48;86,92;80,72;80,48;80,48;81,11;80,47;83,06;84,87;111,51;80,48;108,82;84,1;-;133,96;86,88;89,81
16.03.2023;15:00;16:00;84,89;92,27;85,13;84,89;84,89;85,53;84,9;89,65;89,41;116,36;84,89;120,69;88,65;-;133,95;91,47;94,43
16.03.2023;16:00;17:00;95,58;103,79;95,69;93,29;93,29;96,35;95,46;93,85;114,61;138,1;93,29;122,25;105,53;-;138,5;113,77;117,28
16.03.2023;17:00;18:00;119,22;120,54;119,48;97,75;99,53;120,15;119,23;99,53;138,7;169,1;99,53;133,02;129,95;-;146,64;138,46;142,64
16.03.2023;18:00;19:00;131,85;127,29;132,17;100,99;100,99;132,7;131,88;100,99;137,96;179,72;100,99;145,04;136,77;-;201,11;140,67;144,54
16.03.2023;19:00;20:00;129,97;126,47;130,33;99,52;99,52;130,89;130,02;99,52;136,04;183,36;99,52;147,41;135;-;218;139,07;143,25
16.03.2023;20:00;21:00;110;116,52;120,69;96;96;117,14;102,5;96;122;173,35;96;139,81;122,18;-;198;126,32;131,94
16.03.2023;21:00;22:00;98,14;105,24;103,46;88,5;88,5;102,49;101,8;94,01;108,13;149,78;88,5;124,61;107,91;-;142,83;111,13;115,76
16.03.2023;22:00;23:00;86,07;92,2;114,36;86,07;47,67;102,47;88,2;89,91;95,53;128,58;47,67;119,93;93,79;-;141,38;97,52;99,26
16.03.2023;23:00;00:00;80,44;80,93;86,46;77,87;42,84;89,01;81,7;83,02;82,06;117;42,84;107,08;80,36;-;135,09;82,5;81,34
17.03.2023;00:00;01:00;48,45;72,04;76,41;48,45;33,91;79,66;90;80,27;66,83;108,56;33,91;99,94;74,49;-;127,23;68,44;66,45
17.03.2023;01:00;02:00;49,97;69,29;73,8;49,97;32,62;74,57;90;79,88;60,27;109,28;32,62;99,01;60,2;-;121,6;61;58,54
17.03.2023;02:00;03:00;50,06;67,92;72,14;50,06;31,57;71,69;89,35;79,94;55,64;109,51;31,57;105,02;50,68;-;119,57;56,9;52,62
17.03.2023;03:00;04:00;59,93;67,78;66,24;59,93;29,99;65,17;75,55;77,64;63,52;109,43;29,99;105,19;62,88;-;118,2;63,79;62,83
17.03.2023;04:00;05:00;62,79;69,03;68,55;62,79;29,55;66,78;79;78,85;65,53;109,52;29,55;103,91;65,34;-;119,57;65,72;65,22
17.03.2023;05:00;06:00;81,59;77,32;81,59;81,59;29,65;81,59;81,59;86,77;81,59;109,47;29,65;105,46;81,59;-;127,1;81,59;81,59
17.03.2023;06:00;07:00;105,07;93,26;115,56;91,82;31,41;111,3;119,24;91,82;105,59;112,59;31,41;109,57;105,59;-;134,3;106,72;105,79
17.03.2023;07:00;08:00;112,17;103,56;137,52;93,83;33,29;126,28;140,6;95,39;116,68;113,89;33,29;133,61;114,81;-;140,69;116,91;115,71
17.03.2023;08:00;09:00;104,56;99,08;126,97;96,24;33,56;117,7;134;96,24;108,52;105,24;33,56;131,28;106,54;-;145,23;108,75;107,46
17.03.2023;09:00;10:00;90,29;88,63;126,16;90,29;32,81;111,15;103,9;92,51;92,09;88,83;32,81;114,14;90,29;-;130,75;110,19;86,7
17.03.2023;10:00;11:00;84,04;84,46;126,69;84,04;32,86;110,25;97,7;89,63;88,02;77,72;32,86;109,07;80,24;-;126,67;126,67;70,31
17.03.2023;11:00;12:00;79,95;77,6;99,25;79,95;32,56;93,52;92,4;85,52;79,98;73,41;32,56;109,71;74,74;-;120,08;110,58;66,71
17.03.2023;12:00;13:00;75,76;70,8;79,5;75,76;32,51;78,69;78,15;84,07;75,66;73,27;32,51;94,83;73,86;-;95,71;88;70,32
17.03.2023;13:00;14:00;74,05;72,24;82,44;74,05;32,3;80,38;90,63;87,26;74,05;74,48;32,3;95,14;71,57;-;96,1;87,8;68,03
17.03.2023;14:00;15:00;88,05;79,02;89,51;88,05;32,34;89,51;89,51;90,36;88,05;86,25;32,34;96,94;86,37;-;113,83;93,25;84,6
17.03.2023;15:00;16:00;99,03;85,61;99,03;97,16;30,14;99,03;99,03;94,85;99,03;99,03;30,14;95,27;99,03;-;129,66;99,03;99,03
17.03.2023;16:00;17:00;109,54;94,66;109,54;109,54;45;109,54;109,54;97,14;109,54;109,54;29,78;102,53;109,54;-;134,3;109,54;109,54
17.03.2023;17:00;18:00;126,79;109,37;126,82;105,79;81,67;126,89;126,76;101,29;127,61;123,3;29,37;125,84;127,69;-;159,58;127,6;127,51
17.03.2023;18:00;19:00;134,36;115,38;137,09;107,41;81,69;136,11;139,9;104,29;136,85;125,69;28,92;135,16;136,03;-;190;137,59;139,12
17.03.2023;19:00;20:00;134,23;118,1;147,4;104,86;81,65;141,63;163,71;101,82;135,02;125,49;26,55;134,84;136,08;-;203,75;138,07;139,49
17.03.2023;20:00;21:00;126,35;106,89;132,93;101,62;45,01;130,3;139,9;98,67;129,91;114,52;24,19;129,7;129,04;-;179,99;131,55;134,28
17.03.2023;21:00;22:00;109,97;95,46;119;100,34;25,04;115;129,19;97,43;110,89;106,37;23,35;112,32;111,09;-;145,23;112,17;112,83
17.03.2023;22:00;23:00;107,09;92,72;113,07;100,36;25,01;110,35;119,9;97,45;107,09;106,59;22,35;110,36;107,36;-;135,64;107,64;107,45
17.03.2023;23:00;00:00;102,25;91,07;114,65;99,7;19,08;109,5;128,75;96,81;102,25;101,11;18,37;109,35;102,25;-;130,65;103,37;102,55
18.03.2023;00:00;01:00;106,35;98,04;115,57;106,35;93,61;111,4;120,16;96,08;107,67;106,63;4,06;109,9;107,03;-;136,45;107,74;107,32
18.03.2023;01:00;02:00;98,25;93,46;112,18;98,25;93,63;105,87;119,1;95,21;100,25;98,67;4,08;101,5;99,28;-;134;100,35;99,72
18.03.2023;02:00;03:00;96,84;84,46;98,95;96,84;45,07;97,99;100;93,84;97,14;96,9;4,06;101,25;97;-;133,25;97,16;97,06
18.03.2023;03:00;04:00;95;85,87;95;95;81,7;95;95;92,06;95;95;9,94;95,82;95;-;133,74;95;95
18.03.2023;04:00;05:00;96,18;85,1;96,18;96,18;58,39;96,18;96,18;93,1;96,18;96,18;17,23;94,15;96,18;-;133,74;96,18;96,18
18.03.2023;05:00;06:00;99,8;86,9;99,8;99,8;45,06;99,8;99,8;96,61;99,8;99,8;21,03;94,57;99,8;-;133,74;99,8;99,8
18.03.2023;06:00;07:00;103,5;90,29;103,5;103,5;50,09;103,5;103,5;98,18;103,5;103,5;21,54;98,93;103,5;-;139,53;103,5;103,5
18.03.2023;07:00;08:00;105,43;94,89;105,43;105,43;81,73;105,43;105,43;99,29;105,43;105,43;22,97;101,81;105,43;-;140;105,43;105,43
18.03.2023;08:00;09:00;100,74;91,38;100,72;100,74;81,76;100,64;100,76;97,53;99,89;93,26;28,72;101,04;100,07;-;135,45;99,68;99,24
18.03.2023;09:00;10:00;102,65;93,91;102,61;102,65;102,65;102,55;102,65;98,19;102,09;95,78;29,86;91,99;102;-;131,48;101,65;101,25
18.03.2023;10:00;11:00;97;89,25;96,99;97;97;96,92;97,02;94;96,4;90,3;32,69;87,03;96,43;-;96,92;96,1;95,72
18.03.2023;11:00;12:00;91,14;84,06;91,13;91,14;91,14;91,1;91,15;90,28;90,84;87,92;32,78;76,29;90,86;-;91,1;90,7;90,51
18.03.2023;12:00;13:00;84,06;78,41;84,06;84,06;84,06;84,06;84,06;86,75;84,06;89,69;32,41;65,25;84,06;-;84,06;84,06;84,06
18.03.2023;13:00;14:00;80,42;75,58;80,42;80,42;80,42;80,42;80,42;83,87;80,42;95,99;31,88;56,73;80,42;-;80,42;80,42;80,42
18.03.2023;14:00;15:00;87,52;82,36;87,52;87,52;87,52;87,52;87,52;88,28;87,52;107,54;30,4;67,08;87,52;-;87,52;87,52;87,52
18.03.2023;15:00;16:00;92,08;87,63;92,08;92,08;92,08;92,08;92,08;91,71;92,08;112,27;31,3;84,14;92,08;-;92,08;92,08;92,08
18.03.2023;16:00;17:00;104,43;97,82;104,43;104,43;104,43;104,43;104,43;96,76;104,43;116,83;33,37;98,03;104,43;-;131,48;104,43;104,43
18.03.2023;17:00;18:00;130,74;120,67;130,74;130,74;130,74;130,74;130,74;100,8;130,74;130,74;54,91;125,72;130,74;-;139,53;130,74;130,74
18.03.2023;18:00;19:00;156,95;143,34;156,95;156,95;156,95;156,95;156,95;101,96;156,95;144;96,8;135,3;156,95;-;195;156,95;156,95
18.03.2023;19:00;20:00;169,54;147,91;169,54;169,54;169,54;169,54;169,54;103,54;169,54;143,94;54,98;137,81;169,54;-;213,78;169,54;169,54
18.03.2023;20:00;21:00;144,15;128,74;144,15;144,15;144,15;144,15;144,15;101,18;144,15;138,3;34,7;132,89;144,15;-;200;144,15;144,15
18.03.2023;21:00;22:00;132,92;119,56;132,92;132,92;132,92;132,92;132,92;99,3;132,92;132,92;34,93;117,53;132,92;-;175,69;132,92;132,92
18.03.2023;22:00;23:00;129,95;116,89;129,95;129,95;129,95;129,95;129,95;97,21;129,95;129,95;33,74;115,27;129,95;-;139,53;129,95;129,95
18.03.2023;23:00;00:00;118,46;107,84;118,46;118,46;118,46;118,46;118,46;96,63;118,46;118,46;33,29;108,64;118,46;-;135,64;118,46;118,46
19.03.2023;00:00;01:00;110,03;102,92;110,03;110,03;110,03;110,03;110,03;96,7;110,03;110,03;36,05;119,16;110,03;-;135,67;110,03;110,03
19.03.2023;01:00;02:00;106;99,05;106;106;106;106;106;95,09;106;106;36,91;109,59;106;-;131,39;106;106
19.03.2023;02:00;03:00;99,6;95,23;99,6;99,6;99,6;99,6;99,6;95,26;99,6;107,38;38,82;108,82;99,6;-;129,72;99,6;99,6
19.03.2023;03:00;04:00;99,18;94,85;99,18;99,18;99,18;99,18;99,18;95,21;99,18;107,35;39,84;106,65;99,18;-;120;99,18;99,18
19.03.2023;04:00;05:00;98,74;94,01;98,74;98,74;98,74;98,74;98,74;95,06;98,74;103,3;42,01;102,52;98,74;-;126;98,74;98,74
19.03.2023;05:00;06:00;103,36;97,75;103,36;103,36;103,36;103,36;103,36;95,4;103,36;107,05;43,76;105,54;103,36;-;128,5;103,36;103,36
19.03.2023;06:00;07:00;100;96,02;100;100;100;100;100;95,42;100;108,24;45,48;107,07;100;-;126,47;100;100
19.03.2023;07:00;08:00;102,45;97,97;102,45;102,45;102,45;102,45;102,45;95,5;102,45;108,22;49,19;107,57;102,45;-;112,6;102,45;102,45
19.03.2023;08:00;09:00;101,44;100,67;101,44;101,44;101,44;101,44;101,44;96,7;101,44;101,44;96,89;102,25;101,44;-;101,44;101,44;101,44
19.03.2023;09:00;10:00;102,26;101,56;102,26;102,26;102,26;102,26;102,26;97,5;102,26;102,26;96,89;104,72;102,26;-;102,26;102,26;102,26
19.03.2023;10:00;11:00;100,41;96,33;100,4;100,41;100,41;100,25;100,56;97,3;99,4;94,83;72,42;94,37;99,23;-;100,25;99,01;98,53
19.03.2023;11:00;12:00;99,18;95,07;99,18;99,18;99,18;99,06;99,29;96,11;98,37;94,63;67,05;95,45;98,22;-;99,06;98,06;97,67
19.03.2023;12:00;13:00;97,39;92,54;97,39;97,39;97,39;97,33;97,46;94,18;96,96;94,98;54,97;93;96,88;-;97,33;96,8;96,6
19.03.2023;13:00;14:00;94,04;89,08;94,04;94,04;94,04;94,04;94,04;91,31;94,04;94,04;44,96;91,33;94,04;-;94,04;94,04;94,04
19.03.2023;14:00;15:00;95,01;90,78;95,01;95,01;95,01;95,01;95,01;92,25;95,01;97,07;49,94;94,21;95,01;-;95,01;95,01;95,01
19.03.2023;15:00;16:00;98,67;95,31;98,67;98,67;98,67;98,67;98,67;95,42;98,67;108,33;54,98;99,01;98,67;-;98,67;98,67;98,67
19.03.2023;16:00;17:00;106,09;105,39;106,09;106,09;106,09;106,09;106,09;97,78;106,09;112,41;96,9;109,55;106,09;-;127,75;106,09;106,09
19.03.2023;17:00;18:00;133,17;128,53;134,24;133,17;133,17;125,21;134,62;98,79;132,16;133,17;129,98;126,38;132,91;-;133;131,95;132,5
19.03.2023;18:00;19:00;145;140,27;145;145;145;145;145;99,94;145;145;141,52;141,49;145;-;145;145;145
19.03.2023;19:00;20:00;152,91;146,18;152,91;152,91;152,91;152,91;152,91;98,97;152,91;152,91;137,81;147,94;152,91;-;180,24;152,91;152,91
19.03.2023;20:00;21:00;144,71;135,92;144,71;144,71;144,71;144,71;144,71;98,43;144,71;144,71;96,89;142,08;144,71;-;175;144,71;144,71
19.03.2023;21:00;22:00;135,27;124,23;135,27;135,27;135,27;135,27;135,27;97,29;135,27;135,27;50,09;136,95;135,27;-;144,73;135,27;135,27
19.03.2023;22:00;23:00;132,9;120,15;132,9;132,9;132,9;132,9;132,9;96,7;132,9;132,9;28,31;133,41;132,9;-;135,67;132,9;132,9
19.03.2023;23:00;00:00;130;115,73;130;130;130;130;130;95,15;130;114,09;24,93;128,82;130;-;130;130;130
20.03.2023;00:00;01:00;124;112,41;124;124;124;124;124;99,73;124;124;25,93;118,8;124;-;128,34;124;124
20.03.2023;01:00;02:00;114,94;105,02;114,94;114,94;114,94;114,94;114,94;98,3;114,94;114,94;25,79;111,63;114,94;-;117,51;114,94;114,94
20.03.2023;02:00;03:00;113,06;103,52;113,06;113,06;113,06;113,06;113,06;97,67;113,06;113,06;26,33;110,21;113,06;-;117,8;113,06;113,06
20.03.2023;03:00;04:00;110,18;101,93;110,18;110,18;110,18;110,18;110,18;97,44;110,18;114,95;28,74;108,82;110,18;-;120;110,18;110,18
20.03.2023;04:00;05:00;110,25;101,22;110,25;104,62;104,62;110,25;110,25;97,66;110,25;112,55;33,53;109,21;110,25;-;117,51;110,25;110,25
20.03.2023;05:00;06:00;116,4;114,85;116,4;116,4;116,4;116,4;116,4;100,31;116,4;127,05;96,81;124,35;116,4;-;128,5;116,4;116,4
20.03.2023;06:00;07:00;135,77;133,79;135,77;132,51;132,51;135,77;135,77;102,69;135,77;157,53;132,51;135,07;135,77;-;135,77;135,77;135,77
20.03.2023;07:00;08:00;148,43;145,04;148,43;148,43;148,43;148,43;148,43;103,22;148,43;165,41;144,87;142,98;148,43;-;148,43;148,43;148,43
20.03.2023;08:00;09:00;148,51;143,83;148,51;144,94;144,94;148,51;148,51;104,35;148,51;154,47;144,94;145,91;148,51;-;148,51;148,51;148,51
20.03.2023;09:00;10:00;137,56;133,97;137,56;134,26;134,26;137,56;137,56;103,59;137,56;137,56;134,26;141,92;137,56;-;138,99;137,56;137,56
20.03.2023;10:00;11:00;122,75;120,5;122,75;117,48;117,48;122,75;122,75;103,25;122,75;122,75;117,48;133,36;122,75;-;135,77;122,75;122,75
20.03.2023;11:00;12:00;115,79;111,36;115,79;104,39;104,39;115,79;115,79;101,36;115,79;115,79;104,39;115,71;115,79;-;133,12;115,79;115,79
20.03.2023;12:00;13:00;104,59;102,93;104,6;99,68;96,79;104,65;104,58;96,79;105,07;108,03;96,79;110,27;105,02;-;128,63;105,31;105,61
20.03.2023;13:00;14:00;99,96;100,3;100;98,08;95,23;100,1;99,94;95,23;101,1;108,06;95,23;109,4;100,98;-;128,64;101,67;102,38
20.03.2023;14:00;15:00;101,73;101,56;101,79;98,01;95,17;101,93;101,69;95,17;103,32;112,95;95,17;108,83;103,15;-;131,95;104,1;105,1
20.03.2023;15:00;16:00;104,74;103,87;104,8;99,64;96,75;104,94;104,72;96,75;106,29;115,56;96,75;110,26;106,13;-;135,77;107,06;108,03
20.03.2023;16:00;17:00;113,83;110,42;113,9;102,43;99,46;114,06;113,82;99,46;115,91;126,15;99,46;114,68;115,33;-;135,77;116,47;117,56
20.03.2023;17:00;18:00;132,84;132,82;133;132,82;129,65;133,32;132,82;104,78;137,19;159,85;129,65;131,94;135,96;-;140,78;138,44;140,75
20.03.2023;18:00;19:00;150,96;145,84;150,98;150,96;147,34;151;150,96;108,81;151,27;152,89;147,34;141,47;151,18;-;157,19;151,35;151,52
20.03.2023;19:00;20:00;165,47;157,44;165,47;165,47;154,14;165,47;165,47;120,3;165,47;165,47;154,14;145,02;165,47;-;192;165,47;165,47
20.03.2023;20:00;21:00;152,36;139,1;152,36;152,36;107,98;152,36;152,36;107,98;152,36;152,36;107,98;139,67;152,36;-;166,71;152,36;152,36
20.03.2023;21:00;22:00;135,49;128,18;135,49;135,49;107,02;135,49;135,49;107,02;135,49;141,91;107,02;134,1;135,49;-;141,4;135,49;135,49
20.03.2023;22:00;23:00;127,5;121,96;127,5;127,5;103,43;127,5;127,5;103,43;127,5;135,35;103,43;130,96;127,5;-;135,77;127,5;127,5
20.03.2023;23:00;00:00;117,04;113,4;117,04;117,04;117,04;117,04;117,04;101,94;117,04;128,04;79,03;119,07;117,04;-;132,87;117,04;117,04
21.03.2023;00:00;01:00;120,79;113,46;120,79;120,79;120,79;120,79;120,79;100,61;120,79;120,79;65,05;116,07;120,79;-;130,77;120,79;120,79
21.03.2023;01:00;02:00;112,28;106,88;112,28;112,28;112,28;112,28;112,28;100,28;112,28;112,28;65,01;112,17;112,28;-;129,53;112,28;112,28
21.03.2023;02:00;03:00;111,56;106,03;111,56;111,56;111,56;111,56;111,56;100,1;111,56;115,3;65,04;104,94;111,56;-;122,7;111,56;111,56
21.03.2023;03:00;04:00;108,65;103,32;108,65;108,65;108,65;108,65;108,65;98,89;108,65;108,65;65,09;103,38;108,65;-;122,7;108,65;108,65
21.03.2023;04:00;05:00;110;108,13;110;110;110;110;110;97,29;110;110;107,36;104,83;110;-;122,7;110;110
21.03.2023;05:00;06:00;118,21;115,51;118,21;118,21;118,21;118,21;118,21;98,95;118,21;118,21;115,37;110,65;118,21;-;130,77;118,21;118,21
21.03.2023;06:00;07:00;129,81;128,63;129,91;129,81;129,81;130,09;129,79;100,73;131,84;143,41;129,81;128,34;131,44;-;134,1;132,61;133,78
21.03.2023;07:00;08:00;145,49;142,38;145,54;145,49;145,49;145,66;145,47;102,54;146,87;153,88;145,49;143,22;146,5;-;147,23;147,23;147,95
21.03.2023;08:00;09:00;143,45;140,94;143,52;143,45;143,45;143,66;143,43;102,62;145,19;153,88;143,45;142,94;144,71;-;145,6;145,6;146,5
21.03.2023;09:00;10:00;128,53;127,63;128,58;128,53;128,53;128,71;128,5;101,28;129,93;138,16;128,53;133,41;129,72;-;132,42;130,58;131,39
21.03.2023;10:00;11:00;115,01;115,14;115,04;115;115;115,11;115;99,75;115,74;120,02;115;125,28;115,63;-;127,24;116,08;116,51
21.03.2023;11:00;12:00;106,72;109,42;106,81;106,67;106,67;107,04;106,67;98,51;109,29;124,24;106,67;122,14;108,93;-;124,31;110,48;111,99
21.03.2023;12:00;13:00;101,98;105,4;102,12;101,91;101,91;102,45;101,91;97,3;105,72;127,32;101,91;111,59;105,21;-;112,3;107,46;109,65
21.03.2023;13:00;14:00;99,56;103,55;99,72;99,48;99,48;100,09;99,48;96,29;103,78;128,4;99,48;109,69;103,19;-;112,19;105,74;108,19
21.03.2023;14:00;15:00;98,67;101,84;98,64;96,09;96,09;99,1;96,09;93,3;102,92;128,4;96,09;111,11;102,4;-;119,09;105,01;107,53
21.03.2023;15:00;16:00;98,32;102,81;98,53;95,34;95,34;99;98,25;92,58;103,67;134,7;95,34;115,18;102,95;-;126,43;106,18;109,3
21.03.2023;16:00;17:00;101,21;110,65;101,52;98,78;98,78;102,46;101,12;95,91;125,64;159,41;98,78;119,89;114,84;-;132,42;125,92;130,7
21.03.2023;17:00;18:00;112,99;117,05;113,37;103,31;103,31;114,07;112,94;100,31;120,93;169,74;103,31;126,54;119,77;-;138,72;124,69;129,57
21.03.2023;18:00;19:00;132,08;127,44;132,37;106,24;106,24;132,93;132,04;100,33;138,04;175,22;106,24;134,86;137,28;-;148,27;141,02;144,73
21.03.2023;19:00;20:00;143,29;129,91;143,5;97,37;97,37;143,9;143,26;97,37;147,84;174,06;97,37;140,06;146,96;-;190;149,62;152,26
21.03.2023;20:00;21:00;125,25;121,99;146,38;94,05;94,05;137,33;112,34;94,05;134,07;168,38;94,05;135,44;131,74;-;160;136,79;139,6
21.03.2023;21:00;22:00;105,13;104,23;112,01;92,04;66,72;109,73;101;92,04;123,94;148,51;66,72;118,26;115,56;-;139,17;123,62;127,17
21.03.2023;22:00;23:00;99,69;93,5;103,33;90,01;43,96;108,45;92,18;90,01;118,93;115,88;43,96;112,86;108,9;-;134,02;116,27;117,23
21.03.2023;23:00;00:00;92,59;86,95;93,71;87,47;42,94;95,46;90,36;87,47;100,99;106,11;42,94;111,93;97,09;-;130,77;100,55;101,58
22.03.2023;00:00;01:00;77,06;79,94;78,25;77,06;35,4;79,93;77,06;82,92;96,48;115,34;35,4;105,07;96,48;-;127;100,87;110,59
22.03.2023;01:00;02:00;73,19;77,46;74,51;73,19;35,38;76,24;73,19;75,53;94,83;112,38;35,38;102,29;99,1;-;123,63;96,47;102,59
22.03.2023;02:00;03:00;73,5;76,78;74,44;73,39;35,18;75,79;73,39;75,58;90,1;112,08;35,18;105,34;94,14;-;120;90,4;92,72
22.03.2023;03:00;04:00;69,05;74,96;70;69,03;35,23;71,79;68,81;71,09;90,06;111,62;35,23;107,07;94,67;-;114,2;90,06;93,55
22.03.2023;04:00;05:00;66,67;74,5;67,79;66,67;35,83;69,97;66,48;68,81;95,65;112,44;35,83;105,98;94,01;-;116;97;105,21
22.03.2023;05:00;06:00;74,03;80,69;75,22;71,96;43,48;77,65;71,91;76,49;108,08;107,11;43,48;106,87;105,31;-;126,12;108,85;116,02
22.03.2023;06:00;07:00;92,03;92,46;91,96;84,43;50,87;94,36;84,48;84,43;123,1;113,49;50,87;117,27;121,85;-;133,5;123,1;123,1
22.03.2023;07:00;08:00;109,01;105,95;109,01;89,61;89,61;110,07;102,54;89,61;124,99;112,8;89,61;124,24;123,33;-;138,34;124,99;125,09
